"year","age","eqwlth","conlegis","degree","racehisp"
2016,42,5,"Only some","HS Diploma","White"
2016,39,7,"Hardly any","Grad/Prof Degree","White"
2016,29,2,"Hardly any","Bachelor's Degree","Hispanic"
2016,60,4,"Only some","Grad/Prof Degree","White"
2016,85,1,"Hardly any","Grad/Prof Degree","White"
2016,78,3,"Hardly any","Grad/Prof Degree","White"
2016,23,4,"Only some","Bachelor's Degree","White"
2016,52,4,"Hardly any","HS Diploma","White"
2016,41,2,"Hardly any","Bachelor's Degree","White"
2016,71,1,"Hardly any","HS Diploma","White"
2016,62,3,"Hardly any","HS Diploma","White"
2016,24,2,"Only some","HS Diploma","White"
2016,86,7,"Hardly any","HS Diploma","White"
2016,42,5,"Only some","HS Diploma","White"
2016,89,4,"Hardly any","HS Diploma","White"
2016,59,7,"Hardly any","HS Diploma","White"
2016,37,2,"Only some","Some College","White"
2016,67,4,"Hardly any","Bachelor's Degree","White"
2016,67,7,"Hardly any","HS Diploma","White"
2016,81,6,"Hardly any","HS Diploma","White"
2016,63,5,"Hardly any","Some College","White"
2016,89,2,"Hardly any","Bachelor's Degree","White"
2016,78,4,"Hardly any","HS Diploma","White"
2016,58,6,"Hardly any","HS Diploma","White"
2016,19,1,"Only some","Less than HS","White"
2016,27,4,"Only some","Less than HS","Black"
2016,47,1,"Only some","HS Diploma","White"
2016,22,3,"A great deal","HS Diploma","Black"
2016,21,1,"A great deal","HS Diploma","Black"
2016,69,1,"Hardly any","Bachelor's Degree","White"
2016,35,4,"Hardly any","HS Diploma","White"
2016,40,1,"Hardly any","HS Diploma","White"
2016,82,5,"Hardly any","HS Diploma","White"
2016,38,7,"Hardly any","HS Diploma","White"
2016,34,5,"Only some","HS Diploma","White"
2016,26,5,"Hardly any","Less than HS","Black"
2016,32,1,"Hardly any","Bachelor's Degree","White"
2016,64,1,"Only some","Some College","Black"
2016,50,3,"Only some","HS Diploma","White"
2016,41,1,"Hardly any","Bachelor's Degree","White"
2016,88,5,"Only some","Grad/Prof Degree","White"
2016,62,2,"Hardly any","Grad/Prof Degree","White"
2016,52,2,"Only some","HS Diploma","White"
2016,59,1,"Hardly any","HS Diploma","White"
2016,23,1,"Hardly any","Bachelor's Degree","White"
2016,22,3,"Only some","HS Diploma","White"
2016,28,3,"Hardly any","Some College","White"
2016,52,6,"Hardly any","Grad/Prof Degree","White"
2016,86,3,"Hardly any","Grad/Prof Degree","White"
2016,42,4,"Hardly any","Grad/Prof Degree","White"
2016,81,5,"Hardly any","HS Diploma","White"
2016,41,2,"Hardly any","HS Diploma","White"
2016,23,3,"Hardly any","HS Diploma","White"
2016,50,2,"Hardly any","HS Diploma","White"
2016,46,6,"Only some","Grad/Prof Degree","White"
2016,39,3,"Hardly any","Bachelor's Degree","White"
2016,66,7,"Hardly any","HS Diploma","White"
2016,45,1,"Only some","HS Diploma","White"
2016,42,5,"A great deal","HS Diploma","White"
2016,33,7,"Only some","HS Diploma","White"
2016,36,7,"Hardly any","HS Diploma","White"
2016,63,1,"Hardly any","Some College","White"
2016,60,5,"Only some","Some College","Hispanic"
2016,22,2,"Only some","Bachelor's Degree","Black"
2016,68,3,"Hardly any","Grad/Prof Degree","White"
2016,53,7,"Only some","Bachelor's Degree","White"
2016,81,5,"Hardly any","HS Diploma","White"
2016,35,1,"Only some","HS Diploma","White"
2016,65,1,"Only some","HS Diploma","White"
2016,64,2,"Hardly any","Grad/Prof Degree","White"
2016,31,2,"Hardly any","Bachelor's Degree","White"
2016,56,1,"Hardly any","HS Diploma","White"
2016,61,1,"Hardly any","HS Diploma","White"
2016,48,3,"Hardly any","HS Diploma","White"
2016,53,7,"Hardly any","HS Diploma","White"
2016,32,4,"Hardly any","HS Diploma","White"
2016,33,4,"Hardly any","HS Diploma","Other"
2016,29,4,"Hardly any","Less than HS","White"
2016,52,2,"Only some","HS Diploma","White"
2016,50,7,NA,"HS Diploma","White"
2016,31,6,"Only some","HS Diploma","White"
2016,53,1,"Hardly any","HS Diploma","White"
2016,37,7,"A great deal","Bachelor's Degree","White"
2016,53,6,"Hardly any","Bachelor's Degree","White"
2016,21,5,"Only some","HS Diploma","White"
2016,65,7,"Hardly any","Bachelor's Degree","White"
2016,53,3,"Only some","HS Diploma","Black"
2016,59,5,"Hardly any","Bachelor's Degree","White"
2016,78,7,"Only some","HS Diploma","White"
2016,NA,4,"Only some","HS Diploma","White"
2016,49,4,"Only some","HS Diploma","White"
2016,41,4,"Only some","Less than HS","White"
2016,64,6,"Hardly any","Bachelor's Degree","White"
2016,32,4,"Only some","Bachelor's Degree","White"
2016,65,3,"Only some","HS Diploma","White"
2016,78,1,"Only some","HS Diploma","White"
2016,48,3,"Only some","HS Diploma","White"
2016,45,7,"A great deal","Some College","Other"
2016,89,7,"Hardly any",NA,"White"
2016,55,3,"Only some","HS Diploma","White"
2016,41,7,"Hardly any","HS Diploma","White"
2016,83,6,"Hardly any","HS Diploma","White"
2016,22,1,"Only some","HS Diploma","Hispanic"
2016,38,5,"Hardly any","Bachelor's Degree","White"
2016,74,2,"Hardly any","HS Diploma","White"
2016,37,6,"Hardly any","Bachelor's Degree","White"
2016,61,1,"Hardly any","HS Diploma","White"
2016,71,2,"Hardly any","Some College","White"
2016,35,4,"Hardly any","Less than HS","White"
2016,21,1,"Hardly any","HS Diploma","Black"
2016,27,2,"Hardly any","Less than HS","White"
2016,75,2,"Hardly any","Less than HS","White"
2016,33,1,"Hardly any","HS Diploma","White"
2016,47,2,"Only some","Some College","White"
2016,26,3,"Only some","HS Diploma","White"
2016,36,3,"Hardly any","HS Diploma","White"
2016,64,4,"Hardly any","HS Diploma","White"
2016,81,7,"Hardly any","HS Diploma","White"
2016,76,3,"Hardly any","Bachelor's Degree","White"
2016,23,4,"Only some","HS Diploma","White"
2016,30,6,"A great deal","HS Diploma","Black"
2016,39,3,"Only some","HS Diploma","White"
2016,25,2,"Only some","HS Diploma","White"
2016,23,4,"Hardly any","HS Diploma","White"
2016,63,3,"Only some","HS Diploma","Hispanic"
2016,23,1,"Hardly any","Bachelor's Degree","White"
2016,78,5,"Only some","HS Diploma","White"
2016,32,7,"Hardly any","HS Diploma","White"
2016,62,6,"Hardly any","Grad/Prof Degree","White"
2016,31,3,"Only some","Grad/Prof Degree","White"
2016,69,4,"Hardly any","Bachelor's Degree","White"
2016,67,6,"Only some","Grad/Prof Degree","White"
2016,29,2,"Only some","Grad/Prof Degree","White"
2016,30,3,"Only some","HS Diploma","Black"
2016,25,1,"Hardly any","Bachelor's Degree","White"
2016,78,4,"Hardly any","HS Diploma","White"
2016,33,2,"Hardly any","HS Diploma","White"
2016,67,5,"Hardly any","HS Diploma","White"
2016,30,6,"Only some","Bachelor's Degree","White"
2016,67,5,"Only some","HS Diploma","White"
2016,45,5,"Only some","Bachelor's Degree","White"
2016,29,5,"A great deal","HS Diploma","White"
2016,84,3,"Only some","HS Diploma","White"
2016,39,1,"Hardly any","HS Diploma","White"
2016,69,2,"Hardly any","Grad/Prof Degree","White"
2016,43,3,"A great deal","HS Diploma","Hispanic"
2016,67,2,"Hardly any","HS Diploma","Hispanic"
2016,59,5,"Only some","HS Diploma","Black"
2016,23,1,NA,"Less than HS","Hispanic"
2016,46,5,"Only some","HS Diploma","Black"
2016,64,3,"Hardly any","HS Diploma","Black"
2016,86,5,"Hardly any","HS Diploma","White"
2016,18,2,"Only some","HS Diploma","Other"
2016,65,2,"Hardly any","Bachelor's Degree","White"
2016,80,7,"Hardly any","HS Diploma","White"
2016,40,4,"Hardly any","HS Diploma","White"
2016,33,6,"Hardly any","HS Diploma","White"
2016,22,5,"Only some","HS Diploma","Black"
2016,68,1,"Hardly any","HS Diploma","White"
2016,57,6,"A great deal","Less than HS","Black"
2016,55,7,"Hardly any","Less than HS","Black"
2016,21,3,"Only some","HS Diploma","Other"
2016,18,7,"Hardly any","Less than HS","White"
2016,39,1,"Only some","HS Diploma","Black"
2016,27,3,"Only some","Some College","White"
2016,29,2,"Hardly any","HS Diploma","Black"
2016,70,3,"Hardly any","HS Diploma","White"
2016,41,4,"Hardly any","Bachelor's Degree","White"
2016,40,6,"Hardly any","HS Diploma","White"
2016,27,4,"Only some","Some College","Black"
2016,53,1,"Only some","HS Diploma","Black"
2016,49,5,"Only some","HS Diploma","Black"
2016,62,4,"Only some","HS Diploma","Black"
2016,49,2,"Only some","HS Diploma","Black"
2016,48,5,"Only some","HS Diploma","Black"
2016,23,4,"Only some","HS Diploma","White"
2016,61,1,"Hardly any","HS Diploma","Black"
2016,77,5,"Only some","HS Diploma","Other"
2016,44,1,"A great deal","Less than HS","Black"
2016,60,1,"Only some","HS Diploma","Black"
2016,49,1,"Only some","HS Diploma","Black"
2016,52,5,"Only some","Bachelor's Degree","Hispanic"
2016,58,6,"Only some","Some College","White"
2016,43,6,"Hardly any","Bachelor's Degree","White"
2016,41,5,"Hardly any","HS Diploma","Hispanic"
2016,65,1,"Only some","HS Diploma","White"
2016,19,5,"Hardly any","HS Diploma","White"
2016,79,7,"Only some","HS Diploma","White"
2016,58,7,NA,"HS Diploma","White"
2016,33,6,"Only some","Less than HS","Hispanic"
2016,26,1,"Hardly any","HS Diploma","Hispanic"
2016,40,7,"Hardly any","HS Diploma","White"
2016,59,6,"Hardly any","Some College","White"
2016,60,1,"Only some","Less than HS","Black"
2016,70,5,"Only some","Bachelor's Degree","Hispanic"
2016,57,1,"Only some","Less than HS","Hispanic"
2016,21,1,"Hardly any","Less than HS","Black"
2016,46,1,"Only some","Some College","Hispanic"
2016,18,4,"Only some","HS Diploma","White"
2016,24,6,"Hardly any","HS Diploma","Hispanic"
2016,37,4,"Only some","Less than HS","Hispanic"
2016,24,4,"Hardly any","HS Diploma","Black"
2016,66,3,"Only some","HS Diploma","Hispanic"
2016,63,5,"Hardly any","Less than HS","White"
2016,42,4,"Only some","Less than HS","Hispanic"
2016,54,4,"Hardly any","HS Diploma","Hispanic"
2016,65,4,"A great deal","Less than HS","Hispanic"
2016,37,3,"Hardly any","HS Diploma","Hispanic"
2016,54,5,"Hardly any","HS Diploma","Hispanic"
2016,35,7,"Only some","Less than HS","Hispanic"
2016,68,1,"Hardly any","Bachelor's Degree","Black"
2016,57,3,"Only some","Some College","Hispanic"
2016,64,1,"Hardly any","Grad/Prof Degree","White"
2016,57,6,"Hardly any","HS Diploma","White"
2016,30,1,"Only some","HS Diploma","White"
2016,58,5,"Only some","Some College","Hispanic"
2016,28,1,"Only some","HS Diploma","White"
2016,25,1,"Only some","Bachelor's Degree","Black"
2016,55,5,"Hardly any","HS Diploma","White"
2016,84,5,"Only some","Bachelor's Degree","Hispanic"
2016,55,7,"Only some","Less than HS","Black"
2016,79,4,"Only some","Less than HS","Hispanic"
2016,84,4,"Hardly any","HS Diploma","White"
2016,65,3,"Only some","Some College","Other"
2016,26,4,"Hardly any","HS Diploma","Hispanic"
2016,57,1,"Only some","HS Diploma","Hispanic"
2016,31,3,"Hardly any","Bachelor's Degree","White"
2016,51,4,"Hardly any","HS Diploma","White"
2016,55,6,"Hardly any","Grad/Prof Degree","White"
2016,80,4,"A great deal","Bachelor's Degree","White"
2016,53,1,"Hardly any","HS Diploma","Black"
2016,53,1,"Only some","HS Diploma","White"
2016,24,2,"Hardly any","Less than HS","White"
2016,63,1,"Hardly any","Bachelor's Degree","White"
2016,38,6,"Hardly any","Grad/Prof Degree","White"
2016,54,4,"Hardly any","HS Diploma","White"
2016,75,2,"Only some","Grad/Prof Degree","White"
2016,52,3,"Hardly any","Bachelor's Degree","White"
2016,54,5,"Only some","Bachelor's Degree","Other"
2016,43,2,"Hardly any","Grad/Prof Degree","White"
2016,48,4,"Only some","HS Diploma","White"
2016,86,7,"Hardly any","HS Diploma","White"
2016,50,6,"Only some","Some College","White"
2016,50,3,"Only some","Grad/Prof Degree","White"
2016,62,5,"Hardly any","Grad/Prof Degree","White"
2016,60,7,"Hardly any","HS Diploma","White"
2016,20,4,"Only some","HS Diploma","White"
2016,30,3,"Only some","Bachelor's Degree","White"
2016,68,1,"Hardly any","Bachelor's Degree","White"
2016,60,7,"Hardly any","Less than HS","Hispanic"
2016,58,5,"Hardly any","HS Diploma","White"
2016,71,7,"Hardly any","HS Diploma","White"
2016,22,6,"Hardly any","HS Diploma","White"
2016,59,7,NA,"HS Diploma","Black"
2016,25,4,"A great deal","Less than HS","Hispanic"
2016,30,1,"Hardly any","HS Diploma","White"
2016,61,2,"Hardly any","HS Diploma","Black"
2016,44,1,"Only some","HS Diploma","White"
2016,36,1,"Hardly any","HS Diploma","Black"
2016,68,3,"Hardly any","Grad/Prof Degree","White"
2016,39,2,"Only some","Less than HS","Hispanic"
2016,46,4,"Only some","HS Diploma","Hispanic"
2016,20,4,"Only some","HS Diploma","Hispanic"
2016,49,4,"A great deal","Less than HS","Hispanic"
2016,53,4,"Hardly any","Less than HS","Hispanic"
2016,28,3,"A great deal","HS Diploma","Hispanic"
2016,68,1,"Only some","HS Diploma","White"
2016,52,7,"Only some","Bachelor's Degree","White"
2016,42,2,"Only some","Some College","White"
2016,29,3,"Hardly any","HS Diploma","Hispanic"
2016,39,5,"Hardly any","HS Diploma","White"
2016,54,3,"Hardly any","Less than HS","White"
2016,21,4,"Only some","HS Diploma","Hispanic"
2016,19,6,"Only some","HS Diploma","Black"
2016,49,7,"A great deal","Less than HS","White"
2016,34,1,"A great deal","Bachelor's Degree","Hispanic"
2016,33,3,"Only some","Less than HS","Hispanic"
2016,30,1,"A great deal","Less than HS","Hispanic"
2016,66,3,"Only some","HS Diploma","Black"
2016,50,3,"Hardly any","Some College","White"
2016,31,2,"Only some","HS Diploma","Hispanic"
2016,56,7,"Hardly any","Some College","White"
2016,69,7,"Hardly any","HS Diploma","White"
2016,59,4,NA,"Grad/Prof Degree","White"
2016,37,5,"Only some","Bachelor's Degree","White"
2016,67,1,"Hardly any","HS Diploma","White"
2016,19,1,"Hardly any","Less than HS","Hispanic"
2016,42,5,"Only some","HS Diploma","White"
2016,56,7,"Hardly any","Grad/Prof Degree","White"
2016,59,3,"Hardly any","HS Diploma","White"
2016,62,1,"Hardly any","Bachelor's Degree","White"
2016,27,5,"Hardly any","Grad/Prof Degree","White"
2016,38,5,"Only some","HS Diploma","Hispanic"
2016,81,4,"Hardly any","Less than HS","White"
2016,26,1,"Hardly any","Bachelor's Degree","White"
2016,35,2,"A great deal","Grad/Prof Degree","White"
2016,43,2,"Only some","Bachelor's Degree","White"
2016,68,5,"Only some","Bachelor's Degree","White"
2016,22,2,"Hardly any","HS Diploma","Hispanic"
2016,21,2,"Hardly any","HS Diploma","Other"
2016,58,2,"Hardly any","Grad/Prof Degree","White"
2016,24,3,"Hardly any","Some College","White"
2016,53,7,"Hardly any","Some College","White"
2016,45,3,"Hardly any","Less than HS","White"
2016,72,1,"Hardly any","HS Diploma","White"
2016,19,2,"Only some","HS Diploma","White"
2016,53,6,"Hardly any","Some College","White"
2016,85,2,"Hardly any","Less than HS","White"
2016,57,6,"Only some","HS Diploma","White"
2016,62,7,"Hardly any","HS Diploma","White"
2016,64,3,"Hardly any","Some College","White"
2016,62,7,"Only some","HS Diploma","White"
2016,51,4,"Hardly any","HS Diploma","White"
2016,36,6,"Hardly any","Grad/Prof Degree","White"
2016,20,2,"Hardly any","HS Diploma","White"
2016,64,5,"Hardly any","HS Diploma","White"
2016,25,2,"Hardly any","HS Diploma","White"
2016,26,7,"Hardly any","Bachelor's Degree","White"
2016,25,5,"Only some","HS Diploma","White"
2016,26,3,"Only some","HS Diploma","White"
2016,34,2,"Only some","HS Diploma","White"
2016,61,2,"Hardly any","Grad/Prof Degree","White"
2016,46,1,"Hardly any","Less than HS","Hispanic"
2016,83,4,"Hardly any","HS Diploma","White"
2016,56,2,"A great deal","HS Diploma","White"
2016,61,6,"Hardly any","HS Diploma","White"
2016,50,7,"Only some","HS Diploma","White"
2016,78,1,"Hardly any","Less than HS","White"
2016,73,4,"A great deal","Bachelor's Degree","White"
2016,67,6,"Hardly any","Some College","White"
2016,71,3,"Hardly any","Grad/Prof Degree","White"
2016,55,4,"Only some","HS Diploma","White"
2016,58,1,"Hardly any","HS Diploma","White"
2016,43,1,"Only some","Less than HS","Hispanic"
2016,46,6,"Hardly any","HS Diploma","Other"
2016,45,7,"Hardly any","HS Diploma","White"
2016,50,2,"A great deal","Bachelor's Degree","Black"
2016,76,4,"A great deal","Less than HS","Other"
2016,63,3,"Hardly any","Less than HS","White"
2016,51,1,"Hardly any","HS Diploma","White"
2016,35,1,"Hardly any","Less than HS","White"
2016,27,4,"Hardly any","HS Diploma","White"
2016,57,5,"Hardly any","HS Diploma","White"
2016,44,3,"Hardly any","HS Diploma","White"
2016,35,1,"A great deal","Some College","White"
2016,27,7,"Hardly any","HS Diploma","White"
2016,48,4,"Hardly any","HS Diploma","White"
2016,30,6,"Hardly any","HS Diploma","White"
2016,34,5,"Hardly any","Some College","White"
2016,29,1,"Hardly any","HS Diploma","Hispanic"
2016,25,4,"Only some","HS Diploma","White"
2016,33,3,"Hardly any","HS Diploma","White"
2016,23,1,"Hardly any","HS Diploma","White"
2016,28,2,"Hardly any","HS Diploma","White"
2016,25,3,"Hardly any","HS Diploma","Hispanic"
2016,30,1,"Only some","HS Diploma","White"
2016,47,4,"Only some","HS Diploma","White"
2016,55,1,"Hardly any","HS Diploma","White"
2016,58,7,"Hardly any","Less than HS","White"
2016,66,5,"Hardly any","HS Diploma","White"
2016,60,2,"Hardly any","HS Diploma","White"
2016,27,7,"Only some","HS Diploma","White"
2016,33,6,"Hardly any","HS Diploma","White"
2016,34,1,"Only some","Bachelor's Degree","Other"
2016,58,2,"Only some","Some College","White"
2016,22,4,"Hardly any","HS Diploma","White"
2016,40,5,"Hardly any","HS Diploma","White"
2016,29,2,"Hardly any","HS Diploma","Other"
2016,50,1,"Hardly any","HS Diploma","White"
2016,70,4,"Only some","HS Diploma","White"
2016,53,2,"Hardly any","Grad/Prof Degree","White"
2016,NA,2,"Only some","Bachelor's Degree","White"
2016,19,1,"Only some","HS Diploma","White"
2016,55,7,"A great deal","Some College","White"
2016,45,4,"Only some","Less than HS","Other"
2016,51,5,"Only some","HS Diploma","White"
2016,57,6,"Only some","Bachelor's Degree","White"
2016,41,7,"Hardly any","HS Diploma","White"
2016,78,6,"Hardly any","HS Diploma","White"
2016,43,7,"Only some","Some College","White"
2016,38,7,"Only some","HS Diploma","White"
2016,56,1,"Hardly any","Bachelor's Degree","White"
2016,25,7,"Hardly any","HS Diploma","Other"
2016,46,5,"Only some","Grad/Prof Degree","Black"
2016,56,3,"Hardly any","Bachelor's Degree","White"
2016,33,4,"Hardly any","HS Diploma","White"
2016,73,6,"Only some","Less than HS","White"
2016,39,7,"Hardly any","HS Diploma","White"
2016,43,3,"Hardly any","Grad/Prof Degree","Other"
2016,38,3,"A great deal","HS Diploma","White"
2016,53,4,"Only some","Less than HS","Other"
2016,62,1,"Hardly any","HS Diploma","Black"
2016,58,4,"Hardly any","HS Diploma","Black"
2016,33,1,"Only some","HS Diploma","White"
2016,36,2,"Only some","HS Diploma","Black"
2016,35,5,"Only some","HS Diploma","Black"
2016,57,2,"Only some","HS Diploma","Hispanic"
2016,54,4,"Only some","HS Diploma","Black"
2016,52,6,"Only some","HS Diploma","White"
2016,27,1,NA,"HS Diploma","White"
2016,83,1,"Only some","Grad/Prof Degree","White"
2016,37,1,"Only some","Bachelor's Degree","White"
2016,30,4,"Hardly any","Some College","White"
2016,60,1,"Hardly any","HS Diploma","Other"
2016,59,5,"Only some","HS Diploma","White"
2016,61,1,"Hardly any","HS Diploma","White"
2016,61,1,"Hardly any","HS Diploma","White"
2016,44,1,"Hardly any","HS Diploma","White"
2016,58,2,"Only some","Some College","White"
2016,47,2,"Hardly any","HS Diploma","White"
2016,84,7,"Only some","Bachelor's Degree","White"
2016,72,4,"Only some","Grad/Prof Degree","White"
2016,70,7,"Hardly any","Grad/Prof Degree","Other"
2016,65,6,"Hardly any","Bachelor's Degree","White"
2016,29,3,"Only some","HS Diploma","White"
2016,64,5,"Only some","HS Diploma","White"
2016,52,5,"Hardly any","Some College","White"
2016,54,7,"Hardly any","Some College","White"
2016,29,6,"Hardly any","HS Diploma","Hispanic"
2016,29,4,"Hardly any","Bachelor's Degree","White"
2016,57,2,"Hardly any","Some College","White"
2016,75,1,"Hardly any","Less than HS","White"
2016,54,4,"Hardly any","Bachelor's Degree","Hispanic"
2016,36,1,"Hardly any","Bachelor's Degree","Other"
2016,27,6,"Only some","Bachelor's Degree","White"
2016,57,2,"Hardly any","HS Diploma","White"
2016,22,1,"Only some","HS Diploma","Hispanic"
2016,27,2,"Hardly any","Some College","White"
2016,37,4,"Hardly any","HS Diploma","White"
2016,33,7,"Only some","Some College","White"
2016,71,7,"Hardly any","HS Diploma","White"
2016,29,3,"Only some","Bachelor's Degree","White"
2016,29,6,"A great deal","HS Diploma","Black"
2016,52,7,"Hardly any","Less than HS","White"
2016,53,4,"Only some","HS Diploma","White"
2016,41,4,"Only some","HS Diploma","White"
2016,57,5,"Hardly any","HS Diploma","White"
2016,73,7,"Hardly any","HS Diploma","White"
2016,23,1,"Hardly any","HS Diploma","White"
2016,82,2,"Only some","HS Diploma","White"
2016,54,4,"Hardly any","Some College","Hispanic"
2016,58,2,"Hardly any","HS Diploma","White"
2016,63,1,"Hardly any","HS Diploma","Hispanic"
2016,83,2,"Hardly any","Less than HS","White"
2016,80,7,"Hardly any","Some College","White"
2016,41,3,"Hardly any","Bachelor's Degree","White"
2016,79,7,"Hardly any","HS Diploma","White"
2016,46,5,"Only some","HS Diploma","Other"
2016,77,3,"Hardly any","HS Diploma","White"
2016,57,1,NA,"HS Diploma","Hispanic"
2016,26,4,"Only some","Bachelor's Degree","White"
2016,42,7,"Hardly any","HS Diploma","White"
2016,22,2,"Only some","HS Diploma","White"
2016,49,7,"Hardly any","Bachelor's Degree","White"
2016,29,4,"Only some","Less than HS","Other"
2016,42,1,"Only some","Grad/Prof Degree","Other"
2016,54,4,"Only some","Less than HS","Other"
2016,25,7,"Only some","HS Diploma","White"
2016,53,2,"Hardly any","HS Diploma","White"
2016,24,2,"Only some","HS Diploma","White"
2016,60,7,"Hardly any","Less than HS","White"
2016,22,1,"Hardly any","HS Diploma","White"
2016,54,3,"A great deal","Some College","White"
2016,42,6,"Only some","HS Diploma","White"
2016,55,4,"Only some","Less than HS","White"
2016,59,3,"Only some","HS Diploma","White"
2016,56,1,"Hardly any","Less than HS","Other"
2016,55,3,"Hardly any","Bachelor's Degree","White"
2016,63,2,"Hardly any","Grad/Prof Degree","Hispanic"
2016,71,3,"Hardly any","Grad/Prof Degree","White"
2016,54,4,"Hardly any","Grad/Prof Degree","White"
2016,40,7,"Only some","HS Diploma","White"
2016,51,7,"Hardly any","HS Diploma","White"
2016,22,1,"Only some","HS Diploma","White"
2016,69,3,"Only some","HS Diploma","White"
2016,36,2,"Hardly any","HS Diploma","Hispanic"
2016,43,7,"Hardly any","Bachelor's Degree","White"
2016,36,1,"Hardly any","HS Diploma","Hispanic"
2016,61,3,"Hardly any","Bachelor's Degree","White"
2016,53,1,"Hardly any","HS Diploma","White"
2016,72,3,"Hardly any","HS Diploma","White"
2016,31,5,"Hardly any","Bachelor's Degree","White"
2016,21,4,NA,"HS Diploma","White"
2016,32,5,"Only some","Bachelor's Degree","White"
2016,63,1,"Hardly any","Less than HS","White"
2016,49,4,"Hardly any","Bachelor's Degree","White"
2016,34,3,"Hardly any","HS Diploma","White"
2016,73,6,"Only some","HS Diploma","White"
2016,83,5,"Hardly any","HS Diploma","White"
2016,77,7,"Only some","HS Diploma","White"
2016,69,5,"Hardly any","HS Diploma","White"
2016,63,1,"Hardly any","HS Diploma","White"
2016,38,6,"Hardly any","HS Diploma","White"
2016,61,1,"Hardly any","HS Diploma","White"
2016,48,5,"A great deal","HS Diploma","White"
2016,54,3,"Hardly any","HS Diploma","White"
2016,56,7,"A great deal","HS Diploma","White"
2016,69,1,"Hardly any","HS Diploma","White"
2016,39,2,"Hardly any","HS Diploma","White"
2016,53,7,"Hardly any","HS Diploma","White"
2016,54,6,"Hardly any","HS Diploma","White"
2016,79,1,"Hardly any","HS Diploma","White"
2016,61,4,"Only some","HS Diploma","White"
2016,23,3,"Only some","Less than HS","White"
2016,55,4,"Hardly any","HS Diploma","White"
2016,60,7,"Only some","HS Diploma","White"
2016,44,1,"Hardly any","HS Diploma","White"
2016,50,5,"Only some","HS Diploma","White"
2016,35,3,"Only some","Some College","White"
2016,38,1,"Hardly any","HS Diploma","White"
2016,61,7,"Only some","HS Diploma","White"
2016,33,4,"Hardly any","Less than HS","White"
2016,46,7,"A great deal","Less than HS","White"
2016,46,1,"Only some","Less than HS","White"
2016,50,1,"Hardly any","Less than HS","White"
2016,64,5,"Hardly any","HS Diploma","White"
2016,43,4,"Hardly any","HS Diploma","White"
2016,38,5,"Hardly any","HS Diploma","White"
2016,24,1,"Only some","HS Diploma","Black"
2016,32,2,"Hardly any","HS Diploma","Hispanic"
2016,20,1,"A great deal","Less than HS","Hispanic"
2016,40,3,"A great deal","HS Diploma","Black"
2016,59,4,"Only some","HS Diploma","Hispanic"
2016,50,5,"Hardly any","HS Diploma","White"
2016,67,1,"Only some","Less than HS","Black"
2016,39,1,"Hardly any","HS Diploma","White"
2016,67,7,"Hardly any","HS Diploma","Black"
2016,42,1,"Hardly any","Less than HS","Black"
2016,69,4,"Hardly any","HS Diploma","White"
2016,33,3,"Hardly any","HS Diploma","Black"
2016,31,4,"Hardly any","HS Diploma","White"
2016,55,7,"Only some","Less than HS","Black"
2016,29,1,"Only some","HS Diploma","Black"
2016,26,1,"Hardly any","HS Diploma","Black"
2016,76,4,"Hardly any","HS Diploma","White"
2016,23,3,"Only some","HS Diploma","White"
2016,66,7,"Hardly any","Less than HS","Black"
2016,26,4,"A great deal","Less than HS","Hispanic"
2016,34,5,"Only some",NA,"Black"
2016,83,4,"Hardly any","HS Diploma","White"
2016,54,2,"Hardly any","HS Diploma","Black"
2016,38,3,"A great deal","HS Diploma","Black"
2016,56,1,"Hardly any","Less than HS","White"
2016,58,6,"Hardly any","HS Diploma","Black"
2016,40,4,"A great deal","HS Diploma","Black"
2016,53,3,"Only some","HS Diploma","Black"
2016,62,6,"Hardly any","HS Diploma","White"
2016,66,2,"Hardly any","Grad/Prof Degree","White"
2016,82,4,"Hardly any","HS Diploma","White"
2016,42,5,"Hardly any","Bachelor's Degree","White"
2016,53,7,"Hardly any","Bachelor's Degree","White"
2016,55,7,"Only some","HS Diploma","White"
2016,57,4,"Only some","Some College","White"
2016,51,7,"Hardly any","HS Diploma","White"
2016,78,1,"Only some","HS Diploma","White"
2016,18,1,"Only some","HS Diploma","White"
2016,19,5,"Only some","HS Diploma","White"
2016,85,5,"Only some","HS Diploma","White"
2016,62,2,"Hardly any","Bachelor's Degree","White"
2016,65,1,"Hardly any","Bachelor's Degree","White"
2016,27,4,"Hardly any","Grad/Prof Degree","White"
2016,88,7,"Only some","Less than HS","White"
2016,44,4,"Only some","Some College","White"
2016,47,1,"Hardly any","HS Diploma","White"
2016,30,2,"Only some","Bachelor's Degree","White"
2016,52,3,"Hardly any","Bachelor's Degree","White"
2016,72,1,"Hardly any","Bachelor's Degree","White"
2016,66,2,"Hardly any","Grad/Prof Degree","White"
2016,38,4,"Only some","HS Diploma","White"
2016,74,5,"Hardly any","Some College","White"
2016,49,5,"Hardly any","HS Diploma","White"
2016,68,1,"Hardly any","Less than HS","White"
2016,62,1,"Only some","Bachelor's Degree","White"
2016,34,1,"Only some","HS Diploma","White"
2016,40,7,"Only some","Less than HS","White"
2016,63,5,"Only some","HS Diploma","White"
2016,68,1,"Hardly any","Less than HS","White"
2016,21,2,"Hardly any","HS Diploma","White"
