"year","age","eqwlth","conlegis","degree","racehisp"
2012,41,1,"Only some","HS Diploma","Black"
2012,50,1,"A great deal","Less than HS","Black"
2012,47,1,"Only some","HS Diploma","Black"
2012,65,4,"Hardly any","Less than HS","Black"
2012,43,2,"Hardly any","Less than HS","Hispanic"
2012,20,2,"Hardly any","HS Diploma","Black"
2012,47,3,"Hardly any","Grad/Prof Degree","Black"
2012,31,4,"Only some","Bachelor's Degree","Other"
2012,35,4,"Hardly any","HS Diploma","Black"
2012,58,2,"Hardly any","HS Diploma","White"
2012,66,7,"Hardly any","HS Diploma","White"
2012,37,2,"Hardly any","HS Diploma","White"
2012,40,5,"Only some","Some College","White"
2012,56,7,"Hardly any","HS Diploma","White"
2012,30,7,"Only some","Some College","White"
2012,77,2,"Only some","HS Diploma","Black"
2012,31,7,"Only some","HS Diploma","Black"
2012,58,4,"Hardly any","Bachelor's Degree","Black"
2012,73,7,"Only some","Less than HS","Black"
2012,60,4,"Only some","HS Diploma","Black"
2012,32,4,"Only some","Less than HS","Hispanic"
2012,24,1,"Hardly any","Less than HS","White"
2012,71,3,"Hardly any","HS Diploma","White"
2012,31,3,"Hardly any","Some College","Black"
2012,42,5,"Hardly any","Some College","White"
2012,80,7,"Only some","Less than HS","Black"
2012,40,4,"Only some","Less than HS","Black"
2012,86,1,"Hardly any","Less than HS","Black"
2012,53,4,"Hardly any","HS Diploma","White"
2012,40,1,"A great deal","HS Diploma","Black"
2012,30,7,"Only some","HS Diploma","Hispanic"
2012,37,3,"Only some","Grad/Prof Degree","Black"
2012,64,3,"Only some","Some College","Hispanic"
2012,72,7,"Only some","HS Diploma","Hispanic"
2012,84,4,"Hardly any","Grad/Prof Degree","White"
2012,34,7,"Only some","Bachelor's Degree","White"
2012,60,4,"Hardly any","Less than HS","Black"
2012,59,1,"Hardly any","HS Diploma","Black"
2012,66,7,"Hardly any","Less than HS","White"
2012,66,5,"Hardly any","Bachelor's Degree","White"
2012,42,5,"Only some","Grad/Prof Degree","Other"
2012,52,5,"Hardly any","Grad/Prof Degree","White"
2012,42,1,"Only some","Grad/Prof Degree","Other"
2012,45,2,"Hardly any","Bachelor's Degree","Black"
2012,37,2,"Hardly any","Grad/Prof Degree","White"
2012,49,1,"Hardly any","HS Diploma","Black"
2012,31,1,"Hardly any","HS Diploma","Black"
2012,81,1,"Hardly any","HS Diploma","Black"
2012,30,1,"Only some","Grad/Prof Degree","Black"
2012,29,3,"Only some","Some College","Black"
2012,76,7,"Only some","HS Diploma","White"
2012,56,2,"Hardly any","Bachelor's Degree","Hispanic"
2012,35,4,"Hardly any","Bachelor's Degree","White"
2012,56,3,"Only some","Bachelor's Degree","White"
2012,37,6,"Hardly any","Grad/Prof Degree","White"
2012,35,3,NA,"HS Diploma","White"
2012,70,2,"Hardly any","HS Diploma","White"
2012,51,7,"Hardly any","HS Diploma","White"
2012,80,4,"Hardly any","HS Diploma","White"
2012,78,7,"Hardly any","Grad/Prof Degree","White"
2012,50,1,"Hardly any","Grad/Prof Degree","White"
2012,63,4,"Only some","Some College","Hispanic"
2012,66,4,"A great deal","HS Diploma","Other"
2012,88,1,"Hardly any","HS Diploma","Other"
2012,NA,7,NA,"HS Diploma","White"
2012,32,2,"Hardly any","Some College","Black"
2012,48,1,"Hardly any","Some College","White"
2012,67,1,"Hardly any","HS Diploma","White"
2012,28,2,"Only some","Bachelor's Degree","White"
2012,49,4,"Hardly any","Bachelor's Degree","White"
2012,20,3,"A great deal","HS Diploma","White"
2012,75,1,"Hardly any","Less than HS","White"
2012,65,4,"Hardly any","HS Diploma","White"
2012,32,6,"Only some","Some College","White"
2012,51,6,"Hardly any","HS Diploma","White"
2012,48,6,"Hardly any","HS Diploma","White"
2012,42,6,"Only some","HS Diploma","Hispanic"
2012,39,5,"Hardly any","HS Diploma","White"
2012,27,1,NA,"Less than HS","White"
2012,45,2,"Hardly any","HS Diploma","Hispanic"
2012,48,5,"Only some","HS Diploma","White"
2012,69,5,"Only some","HS Diploma","White"
2012,33,1,"A great deal","Some College","Hispanic"
2012,49,1,"Only some","HS Diploma","Hispanic"
2012,39,6,"Only some","Bachelor's Degree","Other"
2012,44,3,"Only some","Less than HS","Hispanic"
2012,53,1,"Only some","Less than HS","Hispanic"
2012,25,1,"Only some","HS Diploma","Other"
2012,45,2,"Hardly any","Bachelor's Degree","White"
2012,24,5,"Only some","HS Diploma","Hispanic"
2012,59,7,"Hardly any","HS Diploma","Black"
2012,54,2,"Hardly any","Grad/Prof Degree","White"
2012,63,7,"Hardly any","HS Diploma","White"
2012,52,7,"Hardly any","HS Diploma","Black"
2012,36,4,"Only some","HS Diploma","Black"
2012,38,4,"Only some","HS Diploma","Other"
2012,73,1,"Only some","HS Diploma","Black"
2012,51,6,"Only some","Bachelor's Degree","White"
2012,41,1,"Only some","HS Diploma","White"
2012,36,3,"Hardly any","HS Diploma","Black"
2012,54,2,"Only some","Grad/Prof Degree","White"
2012,61,4,"Hardly any","Some College","White"
2012,21,1,"Only some","HS Diploma","White"
2012,76,2,"Hardly any","HS Diploma","White"
2012,23,4,"Hardly any","HS Diploma","White"
2012,63,1,"Hardly any","HS Diploma","White"
2012,26,3,NA,"Less than HS","Hispanic"
2012,36,3,"Only some","Less than HS","Hispanic"
2012,64,4,"Hardly any","Bachelor's Degree","Black"
2012,46,4,"Hardly any","Less than HS","Hispanic"
2012,69,5,NA,"HS Diploma","Hispanic"
2012,57,3,"A great deal","Bachelor's Degree","Other"
2012,34,4,"Only some","HS Diploma","Hispanic"
2012,30,4,"Only some","Less than HS","Hispanic"
2012,23,4,"A great deal","HS Diploma","Hispanic"
2012,29,5,"Hardly any","HS Diploma","Hispanic"
2012,54,3,"Hardly any","Grad/Prof Degree","White"
2012,67,4,"Hardly any","HS Diploma","White"
2012,27,3,"Only some","HS Diploma","White"
2012,43,7,"Hardly any","Bachelor's Degree","Hispanic"
2012,42,7,"Hardly any","HS Diploma","Hispanic"
2012,35,5,"Only some","Some College","White"
2012,30,3,"Only some","Bachelor's Degree","White"
2012,53,1,"Hardly any","Some College","White"
2012,18,3,"Only some","Less than HS","Black"
2012,25,3,"Hardly any","HS Diploma","White"
2012,52,7,"Hardly any","Bachelor's Degree","White"
2012,25,2,"Only some","HS Diploma","White"
2012,74,5,"Hardly any","HS Diploma","White"
2012,89,6,"Only some","Bachelor's Degree","White"
2012,77,4,"Hardly any","Less than HS","White"
2012,72,4,"Hardly any","HS Diploma","White"
2012,84,3,"Hardly any","HS Diploma","White"
2012,73,7,"Only some","HS Diploma","White"
2012,57,2,"Hardly any","HS Diploma","White"
2012,53,1,"Only some","Less than HS","White"
2012,65,1,"A great deal","HS Diploma","Black"
2012,55,7,"Hardly any","HS Diploma","White"
2012,38,2,"Hardly any","HS Diploma","White"
2012,49,1,"Hardly any","HS Diploma","White"
2012,21,1,"Hardly any","HS Diploma","White"
2012,20,5,"Hardly any","HS Diploma","White"
2012,76,6,"Only some","HS Diploma","White"
2012,66,1,"Hardly any","Less than HS","Black"
2012,43,4,"Only some","HS Diploma","Black"
2012,28,2,"Hardly any","Grad/Prof Degree","White"
2012,81,4,"A great deal","Less than HS","White"
2012,76,4,"Hardly any","HS Diploma","White"
2012,45,1,"Only some","HS Diploma","White"
2012,62,1,"Hardly any","HS Diploma","White"
2012,62,5,"Hardly any","HS Diploma","White"
2012,31,3,"Hardly any","Grad/Prof Degree","Other"
2012,32,1,"Only some","HS Diploma","White"
2012,30,7,"Only some","Bachelor's Degree","White"
2012,64,2,"Only some","Bachelor's Degree","White"
2012,22,7,"A great deal","HS Diploma","White"
2012,22,4,"Only some","Less than HS","White"
2012,54,7,"Hardly any","Bachelor's Degree","White"
2012,76,3,"Hardly any","HS Diploma","Black"
2012,66,4,"Hardly any","Some College","White"
2012,64,5,"Hardly any","Bachelor's Degree","White"
2012,56,7,"Only some","Bachelor's Degree","White"
2012,19,5,"A great deal","Less than HS","White"
2012,45,3,"Hardly any","HS Diploma","White"
2012,44,3,"A great deal","HS Diploma","Black"
2012,49,4,"Hardly any","Bachelor's Degree","Black"
2012,67,3,"Only some","HS Diploma","White"
2012,48,1,"Only some","HS Diploma","Hispanic"
2012,47,7,"Only some","HS Diploma","White"
2012,76,7,"Hardly any","HS Diploma","White"
2012,37,4,"Only some","HS Diploma","White"
2012,43,1,"Hardly any","HS Diploma","Black"
2012,24,4,"Only some","HS Diploma","Hispanic"
2012,66,7,"Hardly any","HS Diploma","Hispanic"
2012,47,4,"Only some","HS Diploma","Hispanic"
2012,50,4,"Hardly any","Bachelor's Degree","Hispanic"
2012,57,7,"Only some","Some College","Other"
2012,22,3,"Only some","HS Diploma","White"
2012,61,6,"Hardly any","Bachelor's Degree","White"
2012,26,5,"Hardly any","HS Diploma","White"
2012,42,7,"Hardly any","Bachelor's Degree","White"
2012,32,4,"Hardly any","Bachelor's Degree","White"
2012,42,6,"Only some","Bachelor's Degree","White"
2012,89,4,"Only some","HS Diploma","White"
2012,55,7,"Hardly any","HS Diploma","White"
2012,62,7,"Hardly any","Some College","White"
2012,27,3,"Only some","Some College","White"
2012,36,2,"Hardly any","Less than HS","White"
2012,36,1,"Only some","Bachelor's Degree","Other"
2012,42,4,NA,"HS Diploma","White"
2012,25,4,"Hardly any","HS Diploma","Hispanic"
2012,81,1,"Hardly any","Bachelor's Degree","White"
2012,45,4,"Only some","HS Diploma","White"
2012,79,4,NA,"HS Diploma","White"
2012,63,1,"Hardly any","HS Diploma","White"
2012,60,3,"Only some","Grad/Prof Degree","Other"
2012,54,7,"Hardly any","HS Diploma","White"
2012,56,5,"A great deal","HS Diploma","White"
2012,21,3,"Only some","HS Diploma","Other"
2012,67,1,"Hardly any","Less than HS","Black"
2012,72,1,"Hardly any","Less than HS","Black"
2012,63,1,"Only some","Less than HS","White"
2012,78,1,"Hardly any","HS Diploma","White"
2012,45,3,"Hardly any","Bachelor's Degree","White"
2012,79,6,"Hardly any","Bachelor's Degree","White"
2012,30,7,"Hardly any","HS Diploma","White"
2012,30,1,"Hardly any","Less than HS","White"
2012,42,5,NA,"Some College","White"
2012,64,3,"Hardly any","Some College","Black"
2012,42,4,"Only some","Bachelor's Degree","White"
2012,46,3,"Hardly any","Bachelor's Degree","White"
2012,45,2,"Hardly any","Some College","Black"
2012,33,1,"Only some","Some College","Black"
2012,27,4,"Hardly any","HS Diploma","White"
2012,50,1,"Hardly any","Bachelor's Degree","Black"
2012,55,7,"Only some","HS Diploma","Hispanic"
2012,58,1,"Only some","Less than HS","Black"
2012,19,4,"Only some","HS Diploma","White"
2012,38,3,"Only some","HS Diploma","White"
2012,63,3,"Hardly any","HS Diploma","White"
2012,27,4,"Only some","Bachelor's Degree","White"
2012,71,3,"Only some","HS Diploma","Black"
2012,77,1,"Only some","HS Diploma","White"
2012,48,1,"Hardly any","HS Diploma","White"
2012,74,3,"Hardly any","Bachelor's Degree","White"
2012,56,7,"Hardly any","HS Diploma","White"
2012,23,2,"Only some","HS Diploma","White"
2012,51,3,"Hardly any","Less than HS","White"
2012,49,1,"Hardly any","HS Diploma","White"
2012,22,6,"Only some","Bachelor's Degree","White"
2012,36,6,"Hardly any","Bachelor's Degree","White"
2012,38,3,"Only some","HS Diploma","White"
2012,46,5,"Hardly any","HS Diploma","White"
2012,19,4,"A great deal","Less than HS","White"
2012,64,3,"Hardly any","HS Diploma","White"
2012,45,5,"Hardly any","Less than HS","White"
2012,68,4,"Hardly any","Less than HS","Black"
2012,45,2,"Only some","HS Diploma","Black"
2012,55,5,"Only some","Grad/Prof Degree","Black"
2012,54,3,"Hardly any","HS Diploma","White"
2012,23,6,"Hardly any","HS Diploma","Hispanic"
2012,34,1,"Hardly any","Bachelor's Degree","Hispanic"
2012,45,5,"Hardly any","HS Diploma","Hispanic"
2012,34,4,"Hardly any","Some College","Hispanic"
2012,25,3,"Only some","HS Diploma","Hispanic"
2012,38,4,"Only some","Less than HS","Hispanic"
2012,80,4,"Only some","Less than HS","Black"
2012,71,1,"A great deal","HS Diploma","White"
2012,32,3,"Only some","HS Diploma","Hispanic"
2012,37,6,"Hardly any","Bachelor's Degree","Hispanic"
2012,41,7,"Hardly any","HS Diploma","Hispanic"
2012,32,7,"Only some","HS Diploma","White"
2012,35,5,"Only some","HS Diploma","White"
2012,71,6,"Only some","HS Diploma","White"
2012,39,4,"Hardly any","Grad/Prof Degree","White"
2012,30,5,"A great deal","HS Diploma","Black"
2012,42,7,"Only some","Bachelor's Degree","White"
2012,48,7,"Only some","HS Diploma","White"
2012,32,2,"Only some","Grad/Prof Degree","White"
2012,47,5,"Hardly any","HS Diploma","White"
2012,33,6,"Only some","Some College","White"
2012,32,2,"Hardly any","HS Diploma","White"
2012,50,6,"Only some","Grad/Prof Degree","White"
2012,27,4,"Hardly any","HS Diploma","White"
2012,35,2,"Only some","HS Diploma","White"
2012,33,1,"A great deal","HS Diploma","Black"
2012,49,1,"Only some","Some College","Other"
2012,30,1,"Hardly any","HS Diploma","Black"
2012,22,3,"A great deal","Bachelor's Degree","White"
2012,21,5,"Only some","HS Diploma","White"
2012,23,2,"Hardly any","HS Diploma","White"
2012,67,7,"Hardly any","HS Diploma","White"
2012,18,7,"Only some","HS Diploma","White"
2012,28,1,"Hardly any","HS Diploma","White"
2012,25,1,"Hardly any","HS Diploma","Black"
2012,38,7,"Hardly any","HS Diploma","White"
2012,37,4,"Only some","HS Diploma","White"
2012,66,1,"Only some","HS Diploma","White"
2012,24,4,"Only some","HS Diploma","White"
2012,42,4,"A great deal","HS Diploma","Hispanic"
2012,48,7,"Only some","Less than HS","White"
2012,59,4,"Hardly any","HS Diploma","Black"
2012,39,3,"Only some","HS Diploma","White"
2012,32,5,"Hardly any","Bachelor's Degree","White"
2012,32,5,"Only some","HS Diploma","White"
2012,27,1,"Hardly any","HS Diploma","Black"
2012,88,6,"Only some","HS Diploma","White"
2012,86,4,"Hardly any","Bachelor's Degree","White"
2012,37,6,"Hardly any","HS Diploma","White"
2012,57,7,"Hardly any","HS Diploma","White"
2012,47,1,"Only some","Grad/Prof Degree","White"
2012,41,5,"Hardly any","Grad/Prof Degree","Hispanic"
2012,42,7,"Only some","HS Diploma","White"
2012,31,1,"Hardly any","HS Diploma","White"
2012,65,7,"Only some","HS Diploma","White"
2012,79,4,"Hardly any","Bachelor's Degree","White"
2012,38,7,"Hardly any","Bachelor's Degree","White"
2012,65,5,"Hardly any","Some College","White"
2012,58,7,"Only some","Grad/Prof Degree","White"
2012,29,1,"Only some","Bachelor's Degree","White"
2012,42,1,"Only some","Some College","White"
2012,26,4,"Hardly any","HS Diploma","White"
2012,24,3,"Only some","HS Diploma","Other"
2012,75,1,"Only some","HS Diploma","White"
2012,30,3,"Hardly any","HS Diploma","White"
2012,65,7,"Hardly any","Bachelor's Degree","White"
2012,40,2,"Hardly any","Bachelor's Degree","White"
2012,38,7,"Hardly any","HS Diploma","White"
2012,69,7,"Hardly any","Bachelor's Degree","White"
2012,64,5,"Hardly any","Bachelor's Degree","White"
2012,29,7,"Hardly any","HS Diploma","White"
2012,49,3,"Only some","HS Diploma","White"
2012,55,6,"Only some","HS Diploma","White"
2012,55,1,"Hardly any","HS Diploma","White"
2012,83,4,"Only some","HS Diploma","White"
2012,35,7,"Only some","Grad/Prof Degree","White"
2012,42,1,"Hardly any","Less than HS","White"
2012,39,3,"Hardly any","HS Diploma","White"
2012,49,7,"Hardly any","Less than HS","Hispanic"
2012,58,4,"Only some","HS Diploma","Black"
2012,45,1,"Hardly any","Bachelor's Degree","White"
2012,77,1,"Hardly any","Less than HS","White"
2012,34,7,"Only some","Grad/Prof Degree","White"
2012,61,5,"Only some","HS Diploma","White"
2012,56,4,"Hardly any","Some College","White"
2012,43,7,"Only some","HS Diploma","White"
2012,30,2,"Only some","Less than HS","Hispanic"
2012,57,3,"Hardly any","HS Diploma","White"
2012,24,3,"Only some","Bachelor's Degree","Other"
2012,22,4,"Only some","HS Diploma","White"
2012,50,3,"Only some","HS Diploma","White"
2012,71,1,"Hardly any","HS Diploma","White"
2012,25,4,"Only some","Bachelor's Degree","White"
2012,43,1,"Only some","HS Diploma","White"
2012,55,2,"Only some","HS Diploma","White"
2012,29,3,"Hardly any","Bachelor's Degree","White"
2012,34,2,"Hardly any","Bachelor's Degree","White"
2012,77,1,NA,"Less than HS","White"
2012,78,1,"Only some","HS Diploma","White"
2012,61,1,"Hardly any","HS Diploma","White"
2012,62,4,"Only some","Grad/Prof Degree","White"
2012,40,1,"Hardly any","Less than HS","Other"
2012,22,3,"Hardly any","Bachelor's Degree","White"
2012,61,1,"Hardly any","Bachelor's Degree","White"
2012,38,2,"Hardly any","Grad/Prof Degree","White"
2012,26,5,"Hardly any","Bachelor's Degree","White"
2012,25,1,"Only some","HS Diploma","White"
2012,78,7,NA,"Less than HS","White"
2012,39,4,"Hardly any","Grad/Prof Degree","White"
2012,40,2,"Only some","Bachelor's Degree","Hispanic"
2012,70,2,"Hardly any","Grad/Prof Degree","White"
2012,36,1,"Only some","Bachelor's Degree","White"
2012,41,5,"Only some","Bachelor's Degree","White"
2012,58,1,"Hardly any","Bachelor's Degree","White"
2012,34,7,"Hardly any","Some College","White"
2012,84,6,"Only some","Less than HS","White"
2012,26,3,"Only some","HS Diploma","Hispanic"
2012,47,1,"A great deal","Less than HS","Other"
2012,46,1,"Hardly any","HS Diploma","White"
2012,24,4,"Only some","Bachelor's Degree","White"
2012,63,7,"Hardly any","HS Diploma","White"
2012,28,1,"Hardly any","Grad/Prof Degree","White"
2012,19,2,"Only some","Less than HS","White"
2012,64,1,"Hardly any","Grad/Prof Degree","White"
2012,22,4,"Only some","HS Diploma","White"
2012,28,7,"Hardly any","Less than HS","Hispanic"
2012,51,1,"Only some","HS Diploma","Black"
2012,37,4,"Only some","Some College","Hispanic"
2012,60,1,"Hardly any","HS Diploma","White"
2012,31,5,"Hardly any","HS Diploma","White"
2012,57,1,"Only some","HS Diploma","Black"
2012,30,3,"Only some","Grad/Prof Degree","White"
2012,31,6,"Only some","Grad/Prof Degree","White"
2012,49,1,"Hardly any","Some College","White"
2012,19,4,"Only some","HS Diploma","White"
2012,48,5,"Hardly any","HS Diploma","White"
2012,33,1,"Hardly any","Bachelor's Degree","White"
2012,46,2,NA,"HS Diploma","White"
2012,31,5,"Hardly any","HS Diploma","White"
2012,35,2,"Hardly any","HS Diploma","White"
2012,30,1,"Only some","HS Diploma","White"
2012,52,4,"Only some","Some College","White"
2012,62,3,"Hardly any","HS Diploma","White"
2012,54,3,"Hardly any","HS Diploma","White"
2012,30,4,"Only some","Bachelor's Degree","Black"
2012,67,3,"Hardly any","Grad/Prof Degree","White"
2012,66,3,"Hardly any","HS Diploma","White"
2012,57,1,"Hardly any","HS Diploma","White"
2012,42,4,"Hardly any","Less than HS","White"
2012,32,5,"Hardly any","Bachelor's Degree","White"
2012,61,3,"Only some","HS Diploma","White"
2012,55,1,"A great deal","HS Diploma","White"
2012,33,2,"Only some","Less than HS","White"
2012,59,1,"Only some","HS Diploma","White"
2012,65,7,"Hardly any","HS Diploma","White"
2012,30,7,"Hardly any","Bachelor's Degree","White"
2012,40,4,"Only some","HS Diploma","White"
2012,25,7,"Only some","Bachelor's Degree","Hispanic"
2012,26,5,"Only some","Bachelor's Degree","White"
2012,33,5,"Only some","Some College","White"
2012,65,5,"A great deal","HS Diploma","White"
2012,40,1,"Hardly any","HS Diploma","White"
2012,32,3,"Only some","Grad/Prof Degree","Other"
2012,52,2,"Hardly any","HS Diploma","White"
2012,50,1,"Hardly any","HS Diploma","White"
2012,70,7,"Hardly any","Less than HS","White"
2012,53,7,"Only some","Bachelor's Degree","White"
2012,72,1,"Hardly any","Some College","White"
2012,66,7,"Hardly any","Some College","White"
2012,89,4,"Only some","Grad/Prof Degree","White"
2012,63,5,"Hardly any","HS Diploma","Black"
2012,26,4,"Only some","Bachelor's Degree","White"
2012,43,3,NA,"Less than HS","Hispanic"
2012,56,1,"Hardly any","HS Diploma","Black"
2012,69,4,"Only some","Some College","Black"
2012,27,4,"Hardly any","Some College","White"
2012,43,5,"Hardly any","Bachelor's Degree","White"
2012,82,1,"Only some","Less than HS","White"
2012,53,2,"Only some","HS Diploma","Black"
2012,51,7,"Only some","Bachelor's Degree","White"
2012,63,1,"Hardly any","Less than HS","White"
2012,43,6,"Only some","Bachelor's Degree","White"
2012,41,1,NA,"Less than HS","White"
2012,23,3,"Only some","HS Diploma","White"
2012,30,1,"Only some","Grad/Prof Degree","Other"
2012,49,4,"Hardly any","Less than HS","White"
2012,67,5,"Only some","Less than HS","White"
2012,43,1,"Only some","HS Diploma","White"
2012,35,2,"Only some","HS Diploma","Black"
2012,27,1,"A great deal","Some College","Black"
2012,32,1,"Only some","HS Diploma","Black"
2012,54,1,"Hardly any","HS Diploma","White"
2012,73,1,"Hardly any","Some College","Black"
2012,23,1,"A great deal","HS Diploma","Black"
2012,20,3,"Only some","Some College","Hispanic"
2012,62,2,"Hardly any","Bachelor's Degree","White"
2012,31,2,"Hardly any","HS Diploma","White"
2012,64,5,"Hardly any","HS Diploma","White"
2012,52,1,"Hardly any","Bachelor's Degree","Black"
2012,83,5,"Only some","Bachelor's Degree","White"
2012,30,1,"Hardly any","HS Diploma","Black"
2012,75,7,"Hardly any","Grad/Prof Degree","White"
2012,73,5,"Hardly any","HS Diploma","White"
2012,52,7,"Only some","HS Diploma","White"
2012,39,4,"A great deal","Less than HS","Black"
2012,57,7,NA,"Less than HS","Black"
2012,63,7,"Hardly any","Bachelor's Degree","White"
2012,30,1,"A great deal","Less than HS","White"
2012,28,6,"Only some","HS Diploma","White"
2012,41,7,"Hardly any","HS Diploma","White"
2012,56,1,"Hardly any","Some College","Black"
2012,24,6,"Only some","Bachelor's Degree","White"
2012,55,7,"Hardly any","HS Diploma","White"
2012,41,5,"Only some","Some College","White"
2012,39,6,"Only some","Less than HS","White"
2012,47,4,"Only some","HS Diploma","White"
2012,24,3,"Hardly any","HS Diploma","Hispanic"
2012,33,1,"Hardly any","HS Diploma","White"
2012,60,5,"Hardly any","Some College","White"
2012,53,6,"Hardly any","Bachelor's Degree","White"
2012,19,4,"Only some","Less than HS","White"
2012,37,4,"Hardly any","HS Diploma","Black"
2012,35,1,"Hardly any","Bachelor's Degree","White"
2012,46,3,"Only some","HS Diploma","White"
2012,26,4,"Only some","Less than HS","White"
2012,67,4,"Only some","HS Diploma","White"
2012,67,1,"Hardly any","Grad/Prof Degree","White"
2012,40,4,"Hardly any","HS Diploma","White"
2012,70,2,"Only some","Bachelor's Degree","White"
2012,44,1,"Hardly any","Less than HS","White"
2012,39,1,"Hardly any","Some College","Other"
2012,65,6,"Hardly any","HS Diploma","White"
2012,63,5,"Hardly any","Bachelor's Degree","White"
2012,31,2,"Only some","HS Diploma","Black"
2012,71,6,"Hardly any","HS Diploma","White"
2012,32,1,"Hardly any","HS Diploma","Black"
2012,52,7,"Only some","Some College","White"
2012,63,4,"Hardly any","HS Diploma","White"
2012,42,7,"Hardly any","HS Diploma","White"
2012,52,4,"Only some","Bachelor's Degree","White"
2012,23,4,"Only some","Less than HS","White"
2012,59,4,NA,"Less than HS","Black"
2012,61,6,"Only some","HS Diploma","White"
2012,37,1,"Hardly any","HS Diploma","White"
2012,55,1,"Only some","HS Diploma","White"
2012,31,3,"Only some","Some College","White"
2012,21,3,"Only some","HS Diploma","White"
2012,28,2,"Only some","HS Diploma","White"
2012,52,3,"Hardly any","Bachelor's Degree","White"
2012,63,4,"Only some","Grad/Prof Degree","Black"
2012,64,6,"Hardly any","HS Diploma","White"
2012,29,1,"Only some","HS Diploma","Black"
2012,41,2,"Hardly any","Grad/Prof Degree","Black"
2012,60,4,"Only some","Bachelor's Degree","Black"
2012,38,1,"Hardly any","Less than HS","White"
2012,52,7,"Only some","HS Diploma","White"
2012,46,4,"Hardly any","HS Diploma","White"
2012,27,1,"Hardly any","HS Diploma","White"
2012,48,1,"Hardly any","HS Diploma","White"
2012,19,4,"A great deal","Less than HS","White"
2012,59,1,"Hardly any","HS Diploma","White"
2012,37,1,"Hardly any","Grad/Prof Degree","Black"
2012,37,4,"Hardly any","Grad/Prof Degree","White"
2012,47,7,"Hardly any","Grad/Prof Degree","Black"
2012,71,3,"Hardly any","HS Diploma","Black"
2012,59,1,"Hardly any","Grad/Prof Degree","Black"
2012,28,2,"Only some","HS Diploma","Black"
2012,57,7,"Only some","HS Diploma","White"
2012,37,1,"Only some","HS Diploma","Black"
2012,63,2,"Hardly any","HS Diploma","Black"
2012,22,1,"Hardly any","Less than HS","Black"
2012,82,4,"Only some","Grad/Prof Degree","Black"
2012,59,5,"Hardly any","Grad/Prof Degree","Black"
2012,47,5,"Hardly any","HS Diploma","White"
2012,29,4,"Hardly any","Less than HS","White"
2012,52,4,"A great deal","HS Diploma","White"
2012,24,3,"Only some","HS Diploma","White"
2012,72,1,"Only some","HS Diploma","Black"
2012,52,1,"Only some","HS Diploma","Black"
2012,54,6,"Only some","Bachelor's Degree","White"
2012,37,7,"Only some","Bachelor's Degree","White"
2012,65,6,"Only some","Bachelor's Degree","White"
2012,33,5,"Only some","Bachelor's Degree","White"
2012,52,1,"Only some","Bachelor's Degree","Black"
2012,65,1,"Only some","HS Diploma","Black"
2012,19,5,"Only some","Less than HS","Black"
2012,60,1,"Hardly any","HS Diploma","Black"
2012,60,1,"Hardly any","HS Diploma","White"
2012,66,6,"Only some","HS Diploma","White"
2012,68,4,"Hardly any","HS Diploma","White"
2012,52,4,NA,"HS Diploma","White"
2012,87,5,"Hardly any","Bachelor's Degree","White"
2012,76,3,"Hardly any","Bachelor's Degree","White"
2012,52,3,"Hardly any","Bachelor's Degree","White"
2012,68,2,"Only some","Grad/Prof Degree","Other"
2012,82,4,"Hardly any","HS Diploma","White"
2012,65,5,"Hardly any","HS Diploma","White"
2012,57,7,"Hardly any","HS Diploma","White"
2012,73,4,"Hardly any","HS Diploma","White"
2012,44,7,"Hardly any","Bachelor's Degree","White"
2012,74,1,"Hardly any","Grad/Prof Degree","White"
2012,69,6,"Hardly any","HS Diploma","White"
2012,28,1,"Only some","HS Diploma","White"
2012,44,7,"Hardly any","Grad/Prof Degree","White"
2012,84,7,"Only some","Less than HS","White"
2012,29,7,"Hardly any","HS Diploma","White"
2012,75,6,"A great deal","Less than HS","White"
2012,86,7,"Hardly any","HS Diploma","White"
2012,76,7,"Hardly any","HS Diploma","White"
2012,84,7,"A great deal","Bachelor's Degree","White"
2012,63,7,"Hardly any","HS Diploma","White"
2012,42,3,"Hardly any","Bachelor's Degree","White"
2012,59,3,"Only some","Grad/Prof Degree","White"
2012,55,6,"Hardly any","Bachelor's Degree","White"
2012,50,5,"Hardly any","Bachelor's Degree","White"
2012,51,6,"A great deal","Bachelor's Degree","White"
2012,50,1,"Hardly any","Less than HS","White"
2012,30,4,"Only some","Bachelor's Degree","White"
2012,25,3,"Only some","HS Diploma","White"
2012,25,2,"Only some","Bachelor's Degree","White"
2012,54,1,"Only some","HS Diploma","Black"
2012,88,7,"Hardly any","Grad/Prof Degree","White"
2012,77,7,"Only some","Grad/Prof Degree","White"
2012,58,1,"Hardly any","Less than HS","White"
2012,60,1,"Only some","Less than HS","White"
2012,38,1,"Only some","HS Diploma","White"
2012,34,1,"Hardly any","HS Diploma","Black"
2012,89,1,"Hardly any","Less than HS","White"
2012,36,4,"Hardly any","HS Diploma","White"
2012,53,2,"Hardly any","HS Diploma","White"
2012,69,7,"Only some","Less than HS","White"
2012,59,6,"A great deal","HS Diploma","White"
2012,19,4,"Only some","HS Diploma","White"
2012,52,2,"Only some","HS Diploma","White"
2012,31,7,"Hardly any","Some College","Black"
2012,46,5,"Only some","Grad/Prof Degree","White"
2012,26,5,"Only some","HS Diploma","White"
2012,33,7,"Only some","HS Diploma","White"
