"id","hrs1","class","region","racehisp"
220,64,"Middle","Midwest","Other"
221,33,"Upper","Midwest","White"
222,30,"Middle","Midwest","Black"
224,40,"Middle","Midwest","White"
229,72,"Middle","Midwest","White"
230,16,"Upper","Midwest","Other"
231,60,"Middle","Midwest","White"
234,41,"Middle","Midwest","Hispanic"
238,37,"Middle","Midwest","White"
240,50,"Middle","Midwest","White"
241,42,"Middle","Midwest","White"
242,30,"Middle","Midwest","White"
245,20,"Working","Midwest","Hispanic"
246,40,"Middle","Midwest","White"
247,40,"Working","Midwest","White"
253,40,"Working","Midwest","White"
258,54,"Working","West","Hispanic"
259,35,"Middle","West","White"
260,10,"Middle","West","White"
262,40,"Working","West","White"
263,38,"Working","West","Other"
264,60,"Middle","West","White"
265,8,"Upper","West","White"
266,38,"Upper","West","White"
267,6,"Upper","West","White"
269,50,"Upper","West","White"
270,45,"Lower","West","White"
271,48,"Middle","West","White"
273,46,"Middle","West","White"
274,45,"Middle","West","White"
276,40,"Lower","West","Hispanic"
277,16,"Working","West","Hispanic"
278,40,"Middle","West","Other"
282,32,"Middle","West","Black"
283,52,"Middle","West","Black"
284,34,"Working","West","White"
285,15,"Working","West","Black"
286,50,"Working","West","White"
287,20,"Working","West","Other"
288,30,"Lower","West","Hispanic"
289,3,"Working","West","White"
292,60,"Middle","West","White"
293,40,"Middle","West","White"
297,40,"Working","West","Hispanic"
299,22,"Working","West","White"
300,45,"Working","West","Black"
301,50,"Working","West","Hispanic"
303,32,"Working","West","White"
305,40,"Working","West","Other"
306,25,"Middle","West","White"
307,30,"Middle","West","White"
311,40,"Upper","West","White"
313,42,"Middle","West","White"
314,48,"Middle","West","Other"
315,20,"Middle","West","White"
320,35,"Working","Middle Atlantic","White"
321,40,"Middle","Middle Atlantic","White"
324,40,"Lower","Middle Atlantic","Black"
325,40,"Working","Middle Atlantic","Black"
326,37,"Working","Middle Atlantic","Black"
327,40,"Middle","Middle Atlantic","White"
328,40,"Working","Middle Atlantic","Black"
329,44,"Working","South","White"
333,40,"Middle","Middle Atlantic","Hispanic"
338,40,"Working","Middle Atlantic","Black"
339,51,"Middle","Middle Atlantic","Hispanic"
340,20,"Middle","Middle Atlantic","White"
342,50,"Working","Middle Atlantic","Black"
344,50,"Middle","Middle Atlantic","Black"
346,40,"Working","Middle Atlantic","Black"
347,42,"Working","Middle Atlantic","White"
349,40,"Middle","Middle Atlantic","Other"
350,20,"Middle","Middle Atlantic","White"
351,11,"Working","Middle Atlantic","White"
352,48,"Middle","Middle Atlantic","White"
353,60,"Working","Middle Atlantic","White"
355,50,"Middle","Middle Atlantic","White"
358,50,"Middle","Middle Atlantic","White"
360,35,"Middle","Middle Atlantic","Hispanic"
361,55,"Working","Middle Atlantic","White"
363,70,"Middle","South","White"
364,52,"Middle","South","White"
367,40,"Working","South","Black"
370,40,"Working","South","Black"
374,40,"Working","South","Black"
375,40,"Working","South","Hispanic"
376,5,"Lower","South","Black"
377,40,"Working","South","Hispanic"
378,40,"Working","South","Hispanic"
379,30,"Working","South","Hispanic"
383,60,"Middle","South","Hispanic"
384,40,"Working","South","Hispanic"
385,40,"Working","South","Hispanic"
387,45,"Middle","Midwest","White"
388,46,"Working","Midwest","White"
390,38,"Working","Midwest","White"
392,40,"Working","Midwest","Black"
394,40,"Middle","Midwest","Black"
396,45,"Middle","Midwest","White"
397,42,"Working","Midwest","White"
398,27,"Working","Midwest","White"
399,40,"Lower","Midwest","Black"
400,20,"Middle","Midwest","White"
409,45,"Upper","Midwest","White"
414,65,"Middle","South","White"
415,40,"Working","South","Hispanic"
416,60,"Lower","South","White"
417,30,"Working","South","Hispanic"
418,38,"Working","South","White"
419,40,"Working","South","White"
420,67,"Middle","South","Hispanic"
423,32,"Middle","South","White"
425,39,"Working","South","White"
426,8,"Middle","South","White"
428,40,"Working","South","White"
429,40,"Working","South","Hispanic"
432,40,"Working","South","White"
435,50,"Middle","South","White"
437,65,"Working","South","Black"
438,40,"Working","South","White"
441,40,"Working","South","Hispanic"
446,36,"Working","South","Other"
448,44,"Middle","South","White"
449,30,"Middle","South","White"
451,40,"Working","South","Black"
452,40,"Working","South","Hispanic"
453,21,"Middle","South","Black"
454,58,"Working","South","Hispanic"
457,30,"Working","South","Hispanic"
458,40,"Middle","South","Other"
459,40,"Middle","South","White"
461,38,"Middle","South","White"
462,40,"Middle","South","Black"
463,50,"Middle","South","White"
464,40,"Middle","South","Other"
465,40,"Middle","South","Other"
466,10,"Middle","South","White"
469,50,"Middle","South","White"
470,55,"Working","South","White"
472,40,"Working","South","White"
473,36,"Working","South","Hispanic"
475,50,"Middle","South","Other"
476,45,"Working","South","White"
478,22,"Working","South","Hispanic"
479,40,"Middle","South","Other"
480,32,"Middle","South","White"
481,50,"Working","South","Black"
482,25,"Working","South","Hispanic"
484,48,"Working","South","White"
485,89,"Working","South","Hispanic"
486,25,"Working","South","White"
490,55,"Middle","South","White"
491,43,"Working","South","Black"
495,40,"Working","South","Hispanic"
497,60,"Middle","South","Hispanic"
498,40,"Middle","South","White"
500,60,"Middle","New England","White"
502,55,"Middle","New England","White"
503,40,"Middle","New England","Black"
506,54,"Middle","New England","White"
508,20,"Lower","New England","Hispanic"
510,50,"Working","New England","White"
512,58,"Working","New England","White"
515,42,"Middle","New England","White"
517,40,"Middle","New England","White"
518,50,"Middle","New England","White"
522,32,"Middle","New England","White"
523,70,"Working","New England","White"
524,40,"Working","New England","White"
525,15,"Middle","New England","White"
526,40,"Middle","New England","White"
529,45,"Middle","New England","White"
531,40,"Working","South","Black"
535,30,"Working","South","Black"
537,40,"Middle","South","White"
538,40,"Middle","South","White"
539,40,"Middle","South","White"
541,48,"Working","South","Black"
543,25,"Middle","South","White"
544,30,"Working","South","White"
545,30,"Middle","South","Black"
548,10,"Middle","South","White"
550,40,"Working","South","Hispanic"
551,48,"Middle","South","White"
554,54,"Middle","South","Hispanic"
555,50,"Middle","South","White"
556,45,"Middle","South","White"
557,40,"Middle","South","White"
558,42,"Working","South","Hispanic"
560,42,"Middle","South","White"
561,40,"Working","West","Hispanic"
565,40,"Working","West","Hispanic"
567,40,"Working","West","Hispanic"
568,6,"Working","West","Hispanic"
571,40,"Working","West","White"
575,60,"Middle","West","White"
577,4,"Middle","West","White"
578,30,"Middle","West","White"
580,18,"Working","West","White"
581,47,"Working","South","White"
584,40,"Working","South","White"
586,18,"Middle","South","White"
587,60,"Middle","South","White"
588,45,"Working","South","White"
590,70,"Middle","South","White"
593,30,"Lower","South","Hispanic"
596,38,"Middle","Midwest","White"
597,42,"Middle","Midwest","Hispanic"
598,41,"Working","Midwest","White"
599,38,"Working","Midwest","White"
600,40,"Working","Midwest","White"
602,24,"Working","Midwest","White"
603,45,"Upper","Midwest","White"
606,40,"Middle","Midwest","White"
608,52,"Middle","Midwest","White"
609,45,"Middle","Midwest","White"
610,72,"Working","Midwest","Black"
611,40,"Working","Midwest","Black"
612,60,"Middle","Midwest","White"
615,55,"Middle","Midwest","White"
617,85,"Middle","Midwest","White"
618,50,"Working","Midwest","White"
619,40,"Middle","Midwest","White"
620,49,"Working","South","Black"
621,40,"Middle","South","White"
622,50,"Working","South","Black"
623,52,"Middle","South","White"
624,42,"Working","South","Black"
629,45,"Working","South","White"
630,55,"Working","South","White"
631,64,"Working","South","Hispanic"
632,60,"Middle","South","White"
633,24,"Working","South","White"
635,27,"Working","South","White"
637,55,"Working","South","Hispanic"
642,64,"Working","South","White"
644,14,"Lower","South","White"
648,40,"Working","South","White"
649,28,"Working","South","White"
650,40,"Working","South","White"
654,37,"Working","Midwest","White"
655,15,"Working","Midwest","White"
656,45,"Working","Midwest","White"
657,50,"Working","Midwest","White"
659,20,"Working","Midwest","White"
661,50,"Middle","Midwest","White"
663,20,"Working","Midwest","White"
667,50,"Working","Midwest","White"
668,40,"Working","Midwest","White"
670,36,"Working","Midwest","White"
673,40,"Middle","Midwest","White"
677,40,"Working","South","White"
679,55,"Middle","South","Hispanic"
682,44,"Working","South","Hispanic"
683,35,"Working","South","Hispanic"
684,22,"Working","South","Hispanic"
685,40,"Working","South","Hispanic"
688,40,"Working","South","White"
693,89,"Working","South","Black"
694,40,"Lower","South","White"
695,50,"Middle","South","White"
696,40,"Middle","South","White"
697,40,"Middle","South","Hispanic"
698,60,"Middle","South","White"
699,25,"Middle","South","White"
701,36,"Middle","South","White"
703,40,"Middle","South","White"
704,40,"Middle","South","Other"
708,60,"Middle","South","Black"
711,40,"Working","South","Black"
714,38,"Working","West","Hispanic"
718,40,"Working","West","Black"
719,40,"Working","West","White"
720,45,"Middle","West","White"
721,50,"Middle","West","White"
722,56,"Middle","West","White"
724,50,"Middle","West","White"
732,30,"Middle","West","Other"
734,70,"Middle","West","White"
735,50,"Middle","West","White"
736,40,"Working","West","Hispanic"
738,40,"Working","West","White"
739,40,"Middle","West","White"
740,50,"Middle","West","White"
742,60,"Middle","West","White"
743,50,"Working","West","White"
744,52,"Working","West","White"
747,38,"Middle","Middle Atlantic","White"
749,55,"Middle","Middle Atlantic","Other"
752,50,"Working","Middle Atlantic","White"
753,60,"Middle","Middle Atlantic","White"
754,20,"Middle","Middle Atlantic","White"
755,9,"Middle","Middle Atlantic","White"
757,40,"Middle","Middle Atlantic","White"
758,60,"Working","Middle Atlantic","White"
759,50,"Middle","West","Hispanic"
760,52,"Middle","West","White"
761,32,"Middle","West","White"
762,40,"Middle","West","White"
763,32,"Working","West","White"
764,45,"Working","West","White"
768,50,"Middle","West","White"
769,40,"Lower","West","Black"
770,40,"Working","West","Hispanic"
771,30,"Working","West","Black"
772,40,"Working","West","Black"
773,50,"Middle","West","White"
775,38,"Working","West","White"
777,40,"Working","West","White"
779,55,"Working","Midwest","White"
781,40,"Working","Midwest","White"
785,30,"Working","Midwest","Black"
786,45,"Lower","Midwest","White"
788,50,"Middle","Midwest","White"
789,50,"Upper","Midwest","White"
791,40,"Middle","Midwest","White"
796,40,"Working","New England","White"
797,40,"Working","New England","White"
799,40,"Upper","New England","White"
801,50,"Middle","New England","White"
802,32,"Middle","New England","White"
804,30,"Working","New England","Black"
806,40,"Working","New England","White"
809,26,"Middle","New England","White"
810,16,"Middle","New England","White"
812,38,"Working","New England","White"
815,32,"Working","Middle Atlantic","White"
816,40,"Working","Middle Atlantic","White"
829,40,"Lower","Middle Atlantic","Hispanic"
830,16,"Middle","Middle Atlantic","White"
831,40,"Working","Middle Atlantic","White"
834,45,"Working","Middle Atlantic","White"
836,35,"Working","Middle Atlantic","White"
837,40,"Middle","Middle Atlantic","White"
838,35,"Working","Middle Atlantic","White"
841,8,"Middle","Middle Atlantic","White"
843,16,"Middle","Middle Atlantic","White"
844,55,"Middle","Middle Atlantic","White"
845,65,"Middle","Middle Atlantic","White"
847,38,"Middle","Middle Atlantic","White"
848,32,"Middle","Middle Atlantic","White"
849,40,"Working","Middle Atlantic","White"
851,40,"Working","Middle Atlantic","White"
854,12,"Middle","Middle Atlantic","White"
861,55,"Middle","Middle Atlantic","White"
863,56,"Working","Middle Atlantic","White"
865,20,"Middle","Middle Atlantic","White"
867,44,"Middle","Middle Atlantic","White"
868,37,"Working","Middle Atlantic","White"
872,65,"Middle","Middle Atlantic","White"
873,40,"Working","Middle Atlantic","White"
876,12,"Middle","Midwest","White"
877,40,"Lower","Midwest","Hispanic"
878,50,"Middle","Midwest","White"
879,45,"Working","Midwest","White"
880,40,"Working","Midwest","White"
887,40,"Lower","Midwest","White"
889,40,"Working","Midwest","Hispanic"
890,30,"Working","Midwest","Hispanic"
891,42,"Lower","Midwest","White"
892,48,"Working","Midwest","White"
895,70,"Working","Midwest","White"
896,24,"Working","Midwest","White"
899,40,"Working","Midwest","White"
900,50,"Middle","Midwest","White"
901,38,"Working","Midwest","Other"
904,32,"Middle","Midwest","White"
907,55,"Middle","Midwest","White"
908,40,"Working","Midwest","White"
910,40,"Working","Midwest","White"
913,52,"Middle","Midwest","White"
914,42,"Working","Midwest","White"
915,40,"Working","Midwest","White"
916,40,"Working","Midwest","White"
917,40,"Working","Midwest","White"
919,40,"Working","Midwest","White"
920,40,"Working","Midwest","White"
923,40,"Working","Midwest","White"
928,60,"Middle","Midwest","White"
930,45,"Working","Midwest","White"
932,20,"Middle","Midwest","White"
933,45,"Working","Midwest","White"
935,20,"Middle","Midwest","White"
936,10,"Middle","Midwest","White"
940,50,"Working","Midwest","White"
941,40,"Working","Midwest","White"
942,20,"Middle","Midwest","White"
943,60,"Working","Midwest","White"
945,42,"Middle","Midwest","White"
946,24,"Working","Midwest","White"
947,22,"Working","Midwest","White"
949,32,"Working","Midwest","White"
952,35,"Middle","Midwest","White"
953,60,"Working","Midwest","White"
955,40,"Working","Midwest","White"
958,60,"Middle","Midwest","White"
960,40,"Middle","Midwest","White"
962,40,"Middle","Midwest","White"
964,40,"Upper","Midwest","White"
967,60,"Middle","Midwest","White"
970,35,"Working","Midwest","White"
975,52,"Working","Midwest","White"
976,40,"Middle","Midwest","White"
977,25,"Middle","Midwest","White"
978,48,"Middle","Midwest","White"
980,40,"Middle","Midwest","White"
982,40,"Lower","Midwest","White"
983,40,"Middle","Midwest","White"
986,45,"Middle","Midwest","White"
987,45,"Middle","Midwest","White"
989,52,"Middle","Midwest","White"
992,28,"Working","Midwest","White"
995,30,"Working","Midwest","White"
997,50,"Working","Midwest","White"
998,13,"Lower","Midwest","White"
999,46,"Working","Midwest","Black"
1000,47,"Middle","Midwest","White"
1001,50,"Working","Midwest","Black"
1002,12,"Working","Midwest","White"
1004,24,"Middle","Midwest","White"
1006,45,"Working","Midwest","White"
1008,60,"Working","Midwest","White"
1009,30,"Middle","Midwest","White"
1010,50,"Middle","Midwest","White"
1011,50,"Working","Midwest","White"
1012,37,"Middle","Midwest","White"
1013,50,"Middle","Midwest","White"
1014,60,"Working","Midwest","White"
1016,50,"Middle","Midwest","White"
1020,35,"Working","Midwest","Black"
1022,40,"Working","Midwest","White"
1025,50,"Middle","Midwest","White"
1026,50,"Middle","Midwest","White"
1028,32,"Working","Midwest","Hispanic"
1029,40,"Middle","Midwest","White"
1030,15,"Working","Midwest","White"
1031,40,"Middle","Midwest","White"
1040,45,"Working","Midwest","Black"
1041,60,"Middle","Midwest","White"
1042,31,"Working","Midwest","White"
1043,12,"Middle","Midwest","White"
1045,48,"Working","Midwest","White"
1048,45,"Middle","Midwest","White"
1049,45,"Middle","Midwest","White"
1050,40,"Middle","Midwest","White"
1051,70,"Middle","South","Black"
1052,60,"Working","South","White"
1054,40,"Working","South","White"
1056,40,"Working","South","Black"
1058,40,"Working","South","White"
1059,40,"Middle","South","White"
1060,5,"Middle","Midwest","White"
1062,60,"Middle","Midwest","White"
1063,40,"Middle","Midwest","White"
1065,40,"Working","Midwest","White"
1067,40,"Working","Midwest","White"
1068,40,"Working","Midwest","White"
1070,55,"Middle","Midwest","White"
1072,45,"Middle","Midwest","White"
1073,40,"Working","Midwest","White"
1074,20,"Middle","Midwest","White"
1075,25,"Middle","Midwest","White"
1076,40,"Middle","Midwest","White"
1080,40,"Working","Midwest","White"
1081,27,"Middle","Midwest","White"
1082,60,"Middle","Midwest","White"
1083,50,"Working","Midwest","White"
1084,52,"Working","Midwest","White"
1085,41,"Working","Midwest","White"
1086,48,"Working","Midwest","White"
1088,40,"Working","Midwest","White"
1090,40,"Working","Midwest","White"
1092,40,"Working","Midwest","Other"
1094,40,"Working","Midwest","White"
1099,41,"Working","Midwest","Black"
1100,40,"Working","Midwest","White"
1104,37,"Working","Midwest","White"
1106,20,"Middle","Midwest","White"
1107,40,"Middle","Midwest","White"
1110,70,"Middle","Midwest","White"
1112,30,"Working","Midwest","Other"
1113,50,"Working","South","White"
1114,40,"Working","South","White"
1115,50,"Working","South","White"
1116,20,"Working","South","White"
1117,51,"Middle","South","White"
1118,40,"Working","South","White"
1119,65,"Working","South","White"
1122,37,"Middle","South","White"
1123,75,"Working","South","Black"
1124,38,"Middle","South","White"
1125,34,"Upper","South","Other"
1126,40,"Working","South","White"
1127,68,"Middle","South","White"
1130,40,"Middle","South","Black"
1132,40,"Working","South","White"
1135,50,"Working","South","White"
1136,40,"Working","South","Black"
1139,52,"Working","South","Black"
1142,40,"Working","South","Black"
1144,40,"Working","South","White"
1146,40,"Middle","South","White"
1150,39,"Working","South","White"
1151,42,"Working","South","White"
1152,40,"Middle","South","White"
1153,19,"Middle","South","White"
1154,59,"Working","South","White"
1155,48,"Working","South","White"
1156,40,"Working","South","Black"
1162,40,"Working","South","White"
1163,45,"Working","South","White"
1164,40,"Middle","South","White"
1165,50,"Working","South","White"
1168,40,"Middle","South","Hispanic"
1169,60,"Middle","South","White"
1170,60,"Working","South","White"
1171,50,"Middle","South","White"
1172,25,"Middle","South","White"
1173,55,"Working","South","White"
1174,40,"Working","South","White"
1175,45,"Working","South","White"
1178,50,"Middle","South","White"
1180,28,"Working","South","White"
1184,20,"Middle","South","White"
1188,30,"Working","South","White"
1191,37,"Working","South","White"
1195,20,"Middle","South","Black"
1197,30,"Lower","South","Black"
1199,20,"Lower","South","Black"
1200,30,"Upper","South","Black"
1204,40,"Working","South","Black"
1209,50,"Working","South","White"
1210,16,"Working","South","White"
1212,30,"Working","South","White"
1216,62,"Middle","South","White"
1218,40,"Working","South","Hispanic"
1220,40,"Middle","South","Black"
1223,45,"Working","South","Black"
1224,40,"Lower","South","Hispanic"
1225,40,"Working","South","Black"
1229,38,"Middle","South","White"
1232,40,"Working","South","White"
1235,50,"Middle","South","White"
1237,20,"Middle","South","White"
1238,40,"Middle","South","White"
1239,45,"Middle","South","White"
1240,10,"Middle","South","White"
1242,60,"Working","South","White"
1244,37,"Working","South","Black"
1245,52,"Working","South","Black"
1246,37,"Middle","South","White"
1249,50,"Working","South","Black"
1250,50,"Working","South","White"
1251,40,"Lower","South","Black"
1252,27,"Working","South","White"
1254,60,"Middle","South","White"
1255,70,"Working","South","Black"
1257,40,"Middle","South","White"
1258,50,"Middle","South","White"
1259,45,"Middle","South","White"
1261,35,"Working","South","Hispanic"
1263,40,"Working","South","White"
1264,37,"Upper","South","Other"
1265,55,"Middle","South","Black"
1266,50,"Middle","South","White"
1270,52,"Middle","South","White"
1272,16,"Working","South","White"
1277,52,"Middle","South","White"
1278,50,"Upper","South","White"
1279,60,"Middle","South","White"
1281,40,"Middle","South","Other"
1282,35,"Working","South","White"
1283,8,"Middle","South","White"
1284,40,"Middle","South","White"
1287,60,"Working","South","White"
1288,60,"Working","South","White"
1289,50,"Middle","South","White"
1292,50,"Working","South","Black"
1294,65,"Middle","South","White"
1295,50,"Middle","South","White"
1296,60,"Working","South","White"
1298,40,"Middle","South","Hispanic"
1300,43,"Working","South","White"
1302,1,"Middle","South","Black"
1303,45,"Middle","South","White"
1304,20,"Middle","South","Other"
1305,36,"Middle","South","White"
1306,40,"Middle","South","White"
1307,42,"Middle","South","Other"
1310,40,"Middle","South","White"
1313,35,"Working","South","Black"
1315,42,"Working","South","Black"
1316,70,"Working","South","Black"
1318,50,"Middle","South","White"
1319,40,"Middle","South","White"
1322,40,"Middle","South","White"
1324,35,"Working","South","White"
1326,16,"Middle","South","White"
1327,20,"Working","South","White"
1329,36,"Working","South","Hispanic"
1331,40,"Working","South","Hispanic"
1332,26,"Working","South","Hispanic"
1333,40,"Working","South","Hispanic"
1334,27,"Middle","South","Hispanic"
1335,30,"Working","South","Hispanic"
1338,56,"Working","South","Hispanic"
1340,30,"Working","South","Hispanic"
1341,48,"Working","South","Hispanic"
1342,38,"Working","South","Hispanic"
1345,40,"Working","South","Hispanic"
1346,80,"Middle","South","Hispanic"
1347,50,"Middle","South","Hispanic"
1348,50,"Working","South","Hispanic"
1350,35,"Middle","South","Hispanic"
1352,42,"Upper","South","Other"
1357,28,"Middle","South","Hispanic"
1360,40,"Working","South","Hispanic"
1361,40,"Working","South","Hispanic"
1362,42,"Lower","South","Hispanic"
1365,50,"Working","South","Hispanic"
1369,22,"Middle","South","White"
1371,40,"Middle","South","White"
1373,40,"Middle","South","White"
1374,38,"Middle","South","White"
1375,50,"Working","South","White"
1376,25,"Working","South","White"
1379,32,"Working","South","White"
1380,60,"Working","South","White"
1383,40,"Middle","South","White"
1385,7,"Lower","South","Black"
1390,25,"Working","South","White"
1391,45,"Working","South","White"
1392,45,"Working","South","Hispanic"
1393,65,"Middle","South","White"
1394,40,"Middle","South","White"
1395,40,"Working","South","Black"
1396,45,"Middle","South","White"
1397,40,"Working","South","White"
1398,40,"Working","South","White"
1399,43,"Working","South","White"
1400,52,"Working","South","White"
1404,30,"Middle","South","White"
1405,40,"Upper","South","Black"
1406,28,"Working","South","Black"
1407,40,"Middle","South","Black"
1408,44,"Working","South","White"
1409,74,"Working","South","White"
1410,50,"Working","West","White"
1413,35,"Working","West","White"
1414,32,"Working","West","White"
1416,40,"Middle","West","White"
1417,57,"Working","West","White"
1420,50,"Middle","West","White"
1423,35,"Working","West","Other"
1427,60,"Working","West","White"
1428,40,"Middle","West","White"
1429,50,"Working","West","White"
1430,32,"Working","West","White"
1431,15,"Working","West","White"
1433,40,"Working","West","White"
1434,8,"Working","West","White"
1435,20,"Working","West","White"
1439,40,"Working","West","White"
1441,50,"Working","West","Hispanic"
1442,40,"Working","West","Hispanic"
1445,40,"Working","West","Hispanic"
1450,48,"Working","West","Hispanic"
1451,70,"Middle","West","Hispanic"
1452,44,"Working","West","Black"
1454,55,"Working","West","White"
1457,40,"Working","West","White"
1459,40,"Middle","West","White"
1461,42,"Working","West","White"
1462,30,"Middle","West","White"
1463,20,"Working","West","Black"
1465,40,"Lower","West","White"
1466,56,"Middle","West","White"
1467,39,"Working","West","Black"
1468,72,"Lower","West","White"
1470,50,"Working","West","White"
1471,40,"Working","West","White"
1473,40,"Working","West","Black"
1474,28,"Middle","West","White"
1475,50,"Middle","West","White"
1479,35,"Middle","West","White"
1481,40,"Middle","West","White"
1482,48,"Middle","West","White"
1483,60,"Working","West","White"
1484,36,"Working","West","White"
1486,45,"Working","West","White"
1489,20,"Middle","West","White"
1490,85,"Working","West","White"
1492,20,"Working","West","White"
1493,40,"Middle","West","Hispanic"
1498,10,"Working","West","White"
1499,46,"Working","West","White"
1502,40,"Working","West","White"
1503,15,"Working","West","White"
1504,42,"Lower","West","Hispanic"
1506,30,"Middle","West","White"
1508,30,"Working","West","White"
1510,45,"Middle","West","White"
1515,40,"Working","West","White"
1516,2,"Working","West","White"
1517,25,"Lower","West","White"
1519,89,"Lower","West","White"
1521,52,"Working","West","White"
1522,40,"Working","West","Hispanic"
1525,24,"Working","West","Hispanic"
1526,48,"Working","West","Hispanic"
1528,56,"Working","West","Hispanic"
1531,40,"Working","West","White"
1532,40,"Working","West","Hispanic"
1533,14,"Working","West","White"
1534,35,"Working","West","Other"
1535,40,"Working","West","Hispanic"
1536,50,"Middle","West","White"
1538,6,"Working","West","White"
1542,40,"Working","West","White"
1543,60,"Working","West","White"
1544,32,"Working","West","White"
1547,40,"Middle","West","Other"
1549,40,"Middle","West","White"
1551,25,"Middle","West","White"
1556,70,"Working","West","Other"
1557,40,"Lower","West","Other"
1558,40,"Middle","West","White"
1562,30,"Working","West","Hispanic"
1563,40,"Middle","West","White"
1565,40,"Working","West","White"
1569,20,"Middle","West","Other"
1574,21,"Middle","West","Other"
1576,50,"Working","West","Other"
1577,50,"Middle","Middle Atlantic","White"
1578,40,"Middle","Middle Atlantic","White"
1581,41,"Middle","Middle Atlantic","White"
1583,48,"Working","Middle Atlantic","White"
1584,60,"Middle","Middle Atlantic","White"
1585,40,"Middle","Middle Atlantic","White"
1586,50,"Middle","Middle Atlantic","White"
1587,50,"Working","Middle Atlantic","White"
1589,35,"Middle","Middle Atlantic","White"
1590,65,"Working","Middle Atlantic","White"
1593,42,"Middle","Middle Atlantic","White"
1594,44,"Working","Middle Atlantic","White"
1596,43,"Working","Middle Atlantic","White"
1598,50,"Working","New England","White"
1599,40,"Working","New England","White"
1603,40,"Middle","New England","White"
1607,20,"Middle","New England","White"
1608,45,"Working","New England","White"
1610,43,"Working","New England","White"
1612,45,"Middle","New England","White"
1614,50,"Middle","Middle Atlantic","White"
1615,10,"Working","Middle Atlantic","White"
1617,20,"Working","Middle Atlantic","White"
1618,8,"Lower","Middle Atlantic","White"
1620,40,"Working","Middle Atlantic","White"
1621,42,"Working","Middle Atlantic","White"
1623,55,"Working","Middle Atlantic","White"
1625,40,"Working","Middle Atlantic","White"
1626,50,"Middle","Midwest","White"
1627,40,"Middle","Midwest","White"
1628,40,"Middle","Midwest","White"
1630,45,"Working","Midwest","White"
1631,60,"Middle","Midwest","Hispanic"
1633,89,"Working","Midwest","White"
1634,60,"Working","Midwest","White"
1635,50,"Middle","Midwest","Black"
1637,40,"Working","Midwest","White"
1639,50,"Working","Midwest","White"
1640,40,"Middle","Midwest","White"
1641,45,"Middle","Midwest","White"
1643,44,"Middle","Midwest","White"
1644,89,"Working","Midwest","White"
1645,55,"Middle","Midwest","White"
1647,89,"Middle","Midwest","White"
1648,40,"Lower","West","White"
1649,40,"Middle","West","White"
1650,32,"Working","West","White"
1651,56,"Middle","West","White"
1652,40,"Middle","West","White"
1654,27,"Working","West","White"
1657,60,"Middle","West","White"
1661,40,"Lower","West","White"
1662,24,"Working","West","White"
1663,40,"Working","West","White"
1664,42,"Middle","West","White"
1665,55,"Middle","West","White"
1666,38,"Working","West","White"
1671,52,"Middle","Midwest","White"
1672,40,"Working","Midwest","White"
1673,40,"Working","Midwest","White"
1676,50,"Working","Midwest","White"
1677,35,"Working","Midwest","White"
1681,50,"Working","Midwest","White"
1682,40,"Working","Midwest","White"
1683,32,"Working","Midwest","White"
1689,41,"Lower","Midwest","White"
1690,52,"Working","Midwest","White"
1691,40,"Middle","Midwest","White"
1693,89,"Working","Midwest","White"
1694,89,"Middle","Midwest","White"
1695,86,"Working","Midwest","White"
1697,40,"Working","Midwest","White"
1699,20,"Working","Midwest","White"
1704,36,"Middle","Midwest","White"
1707,40,"Working","Midwest","White"
1709,89,"Working","Midwest","White"
1710,37,"Working","Midwest","White"
1712,40,"Working","Midwest","White"
1716,35,"Working","Midwest","White"
1718,68,"Working","Midwest","White"
1719,29,"Middle","Midwest","White"
1720,44,"Middle","Midwest","White"
1722,16,"Working","Midwest","White"
1724,56,"Middle","Midwest","White"
1725,14,"Middle","Midwest","White"
1729,50,"Working","Midwest","White"
1731,55,"Working","Midwest","White"
1733,46,"Working","Midwest","White"
1735,40,"Working","Midwest","Other"
1738,40,"Middle","Midwest","White"
1739,50,"Middle","Midwest","White"
1741,60,"Middle","Midwest","White"
1742,40,"Middle","Midwest","White"
1743,50,"Working","Midwest","White"
1744,40,"Middle","Midwest","White"
1746,40,"Working","Midwest","White"
1748,48,"Working","Midwest","White"
1750,40,"Working","South","White"
1752,40,"Middle","South","White"
1753,40,"Working","South","Black"
1755,52,"Middle","South","White"
1756,27,"Working","South","White"
1758,40,"Working","South","Black"
1760,68,"Working","South","Black"
1762,40,"Upper","South","White"
1763,40,"Working","South","Black"
1764,15,"Working","South","Hispanic"
1766,4,"Lower","South","White"
1767,46,"Middle","South","White"
1772,40,"Working","South","White"
1773,70,"Working","South","White"
1774,40,"Working","South","Black"
1778,32,"Working","South","White"
1779,30,"Middle","South","White"
1781,60,"Working","South","White"
1782,48,"Working","South","White"
1783,36,"Working","South","Black"
1784,82,"Working","South","White"
1787,32,"Working","South","White"
1793,67,"Working","South","Black"
1794,40,"Middle","South","White"
1795,26,"Working","South","White"
1799,40,"Working","South","White"
1801,47,"Middle","South","White"
1802,50,"Working","South","White"
1805,40,"Working","South","White"
1807,40,"Working","South","White"
1808,39,"Working","South","White"
1809,15,"Working","South","White"
1810,43,"Working","South","White"
1811,50,"Middle","South","White"
1812,30,"Working","South","White"
1815,40,"Working","South","White"
1816,50,"Middle","South","White"
