"id","hrs1","class","region","racehisp"
282,45,"Working","West","Hispanic"
283,50,"Working","West","Hispanic"
287,30,"Working","West","White"
288,48,"Working","West","White"
289,40,"Middle","West","Hispanic"
290,40,"Middle","West","Hispanic"
291,12,"Working","Midwest","White"
292,20,"Middle","Midwest","White"
295,65,"Working","Midwest","White"
296,25,"Middle","Midwest","White"
297,42,"Working","Midwest","White"
298,10,"Middle","Midwest","Hispanic"
302,35,"Middle","Midwest","Hispanic"
304,60,"Upper","Midwest","Black"
305,40,"Working","Midwest","White"
306,40,"Middle","Midwest","White"
307,40,"Working","Midwest","Black"
312,47,"Middle","Midwest","White"
313,54,"Working","Midwest","Black"
315,22,"Working","Midwest","Black"
316,40,"Working","Midwest","Black"
319,40,"Upper","Midwest","Hispanic"
320,40,"Working","Midwest","Hispanic"
324,40,"Middle","Midwest","White"
325,32,"Middle","Midwest","Other"
328,15,"Middle","Midwest","Hispanic"
331,51,"Middle","Midwest","Hispanic"
333,40,"Middle","Midwest","White"
334,40,"Middle","Midwest","Hispanic"
335,20,"Working","Midwest","Black"
336,48,"Middle","Midwest","White"
341,40,"Middle","Midwest","Other"
343,60,"Upper","Midwest","White"
345,40,"Middle","Midwest","White"
346,70,"Middle","Midwest","White"
348,70,"Working","Midwest","White"
349,60,"Middle","Midwest","White"
351,15,"Middle","Midwest","White"
353,38,"Middle","Midwest","White"
355,50,"Middle","Midwest","White"
356,30,"Working","Midwest","Other"
357,65,"Middle","Midwest","White"
358,23,"Working","Midwest","White"
359,48,"Lower","Midwest","White"
361,28,"Middle","Midwest","White"
362,50,"Middle","Midwest","White"
363,27,"Working","South","White"
364,40,"Middle","South","White"
365,40,"Middle","South","White"
366,60,"Middle","South","White"
367,38,"Working","South","White"
368,35,"Middle","South","White"
369,50,"Middle","South","White"
372,40,"Upper","South","Other"
374,89,"Middle","South","White"
375,50,"Middle","South","White"
376,20,"Upper","South","White"
377,50,"Middle","South","White"
379,50,"Middle","South","White"
380,40,"Middle","South","White"
381,36,"Middle","South","Hispanic"
382,50,"Working","South","White"
383,24,"Middle","South","White"
385,40,"Working","South","Hispanic"
386,80,"Working","South","Hispanic"
387,49,"Lower","South","Black"
392,50,"Middle","South","Black"
393,40,"Middle","South","Hispanic"
394,3,"Middle","South","Black"
395,40,"Working","South","Black"
396,16,"Middle","South","Black"
398,60,"Working","South","Black"
400,40,"Middle","South","White"
402,60,"Working","South","White"
403,42,"Middle","South","White"
405,45,"Upper","South","White"
406,40,"Middle","South","White"
407,50,"Middle","South","White"
409,40,"Middle","South","Black"
410,1,"Upper","South","White"
411,50,"Middle","South","White"
412,37,"Working","South","White"
414,30,"Middle","South","Hispanic"
415,40,"Working","South","Black"
416,60,"Middle","South","White"
417,15,"Working","South","Black"
418,45,"Middle","South","White"
419,40,"Middle","South","Black"
420,40,"Middle","South","Black"
421,15,"Working","South","White"
422,40,"Working","South","Hispanic"
423,40,"Middle","South","White"
424,40,"Middle","South","Other"
426,42,"Working","South","Black"
427,40,"Working","South","Black"
429,30,"Middle","South","Hispanic"
430,45,"Working","South","Black"
435,66,"Middle","South","White"
436,60,"Middle","South","White"
437,60,"Middle","South","White"
438,60,"Middle","New England","White"
439,15,"Middle","New England","White"
440,10,"Working","New England","Other"
442,45,"Middle","New England","White"
443,40,"Working","New England","White"
444,50,"Working","New England","White"
445,23,"Working","New England","White"
446,30,"Upper","New England","White"
447,60,"Upper","New England","White"
449,40,"Middle","New England","White"
450,40,"Middle","New England","Other"
454,45,"Middle","New England","White"
455,50,"Middle","New England","White"
458,55,"Middle","New England","White"
459,39,"Lower","New England","White"
462,40,"Middle","New England","White"
464,30,"Working","New England","Hispanic"
467,40,"Working","New England","Other"
470,10,"Working","New England","White"
471,42,"Working","New England","White"
474,47,"Working","New England","White"
476,48,"Working","New England","White"
477,40,"Middle","New England","White"
479,40,"Working","New England","White"
480,40,"Working","New England","White"
481,40,"Middle","New England","White"
482,50,"Middle","New England","White"
485,62,"Working","New England","White"
486,60,"Middle","New England","White"
487,50,"Middle","New England","White"
488,24,"Middle","New England","White"
489,50,"Middle","West","White"
490,30,"Upper","West","White"
491,60,"Working","West","Other"
492,55,"Middle","West","White"
495,32,"Middle","West","White"
496,28,"Middle","West","Hispanic"
497,40,"Middle","West","White"
499,50,"Middle","West","Other"
500,40,"Working","West","Other"
503,40,"Middle","West","White"
504,50,"Middle","West","White"
505,1,"Middle","West","White"
506,50,"Middle","West","White"
509,40,"Lower","West","Hispanic"
510,56,"Middle","West","Hispanic"
511,40,"Working","West","Black"
512,40,"Working","West","Black"
514,45,"Working","West","Black"
516,35,"Middle","West","White"
518,50,"Working","West","Black"
520,40,"Working","West","Hispanic"
521,50,"Middle","West","Other"
522,37,"Working","West","Black"
525,42,"Working","West","Black"
526,40,"Working","West","White"
528,56,"Working","West","Hispanic"
529,40,"Working","West","White"
530,40,"Middle","West","Other"
531,40,"Middle","West","White"
532,60,"Middle","West","Hispanic"
534,40,"Lower","West","Hispanic"
535,45,"Middle","West","Other"
536,35,"Working","West","White"
537,16,"Working","West","Hispanic"
538,50,"Middle","West","White"
539,40,"Middle","West","Hispanic"
541,40,"Upper","West","White"
544,40,"Working","West","White"
545,32,"Working","West","White"
549,20,"Middle","West","White"
551,16,"Middle","West","White"
552,38,"Middle","West","White"
555,40,"Working","South","Other"
556,45,"Middle","South","White"
560,32,"Working","South","White"
561,40,"Working","South","Hispanic"
564,40,"Working","South","White"
567,50,"Middle","South","White"
569,20,"Upper","South","Black"
570,18,"Upper","South","Black"
572,40,"Working","South","Hispanic"
573,40,"Working","South","Black"
574,35,"Working","South","Hispanic"
577,40,"Working","South","Black"
578,41,"Middle","South","White"
580,24,"Middle","South","Other"
583,40,"Middle","South","White"
584,50,"Working","South","White"
585,36,"Working","South","White"
586,89,"Middle","South","Black"
587,50,"Middle","South","White"
588,47,"Middle","South","White"
591,40,"Working","South","Black"
592,40,"Middle","South","White"
596,60,"Middle","South","White"
600,40,"Working","South","White"
602,40,"Working","South","Black"
604,20,"Working","South","White"
605,40,"Working","South","Black"
606,20,"Middle","South","White"
611,40,"Middle","Middle Atlantic","Hispanic"
612,60,"Middle","Middle Atlantic","White"
613,40,"Working","Middle Atlantic","White"
615,40,"Middle","Middle Atlantic","Other"
616,40,"Upper","Middle Atlantic","White"
617,40,"Upper","Middle Atlantic","White"
619,50,"Working","Middle Atlantic","White"
620,40,"Middle","Middle Atlantic","White"
625,40,"Working","Middle Atlantic","White"
626,33,"Working","Middle Atlantic","White"
627,40,"Middle","Middle Atlantic","Other"
630,20,"Middle","Middle Atlantic","White"
632,42,"Middle","Middle Atlantic","White"
633,40,"Middle","Middle Atlantic","White"
636,40,"Lower","Middle Atlantic","White"
642,26,"Working","Middle Atlantic","White"
643,30,"Working","Middle Atlantic","White"
646,65,"Middle","Middle Atlantic","White"
648,50,"Middle","Middle Atlantic","Black"
649,65,"Working","Middle Atlantic","Black"
650,60,"Middle","Middle Atlantic","White"
652,47,"Working","Middle Atlantic","Hispanic"
653,60,"Working","Middle Atlantic","White"
654,63,"Working","Middle Atlantic","Hispanic"
657,30,"Working","South","Black"
658,44,"Middle","South","Black"
659,40,"Middle","South","Black"
660,40,"Working","South","Black"
662,50,"Working","South","Black"
663,40,"Working","South","White"
666,36,"Working","South","Black"
667,50,"Middle","South","White"
668,52,"Middle","South","Black"
669,60,"Middle","South","White"
671,45,"Working","South","White"
672,50,"Middle","South","White"
673,50,"Middle","South","Black"
674,42,"Working","South","Hispanic"
675,40,"Working","South","Hispanic"
676,53,"Lower","South","Hispanic"
678,24,"Working","South","Hispanic"
679,42,"Working","South","Hispanic"
681,50,"Working","South","Hispanic"
682,50,"Working","South","Hispanic"
684,40,"Working","South","Hispanic"
685,50,"Working","South","Hispanic"
686,42,"Working","South","Hispanic"
687,24,"Middle","South","White"
688,55,"Working","South","White"
690,60,"Middle","South","Hispanic"
691,8,"Working","South","White"
695,40,"Working","South","White"
696,40,"Middle","South","White"
697,50,"Working","South","White"
698,50,"Middle","South","White"
701,40,"Working","South","Black"
703,89,"Working","South","Black"
704,40,"Working","South","Black"
705,60,"Working","South","White"
706,25,"Working","South","White"
707,40,"Working","South","White"
709,50,"Working","South","White"
710,35,"Working","South","White"
711,20,"Working","South","Hispanic"
712,20,"Working","South","Hispanic"
714,40,"Middle","South","Black"
715,25,"Working","South","Other"
718,21,"Working","South","Black"
719,35,"Working","South","Black"
720,24,"Middle","South","Black"
722,60,"Lower","South","Black"
723,40,"Working","South","Hispanic"
724,36,"Working","South","Hispanic"
725,40,"Working","South","Hispanic"
726,50,"Working","South","White"
729,40,"Working","South","Black"
730,40,"Working","South","White"
731,50,"Middle","South","White"
732,17,"Working","South","Black"
733,40,"Middle","South","Black"
734,40,"Middle","South","White"
736,48,"Middle","South","White"
737,36,"Working","South","White"
738,40,"Middle","South","White"
741,35,"Working","South","Black"
745,20,"Middle","South","Hispanic"
746,40,"Working","South","Black"
748,48,"Working","South","Hispanic"
749,40,"Working","South","Hispanic"
750,40,"Working","South","Hispanic"
751,27,"Lower","South","Hispanic"
753,37,"Middle","South","Black"
756,37,"Working","South","Black"
758,56,"Working","South","Black"
761,40,"Working","South","Hispanic"
765,40,"Working","South","Hispanic"
766,80,"Working","South","Hispanic"
767,40,"Middle","South","Black"
769,8,"Middle","South","Black"
770,60,"Middle","South","White"
771,50,"Middle","South","Hispanic"
772,50,"Middle","South","Hispanic"
773,20,"Middle","South","White"
777,60,"Working","South","Black"
778,40,"Working","South","Hispanic"
779,40,"Working","South","White"
781,60,"Working","South","Hispanic"
782,60,"Working","South","White"
783,60,"Working","South","Hispanic"
785,65,"Middle","Midwest","Other"
786,36,"Middle","Midwest","White"
787,50,"Middle","Midwest","White"
789,75,"Upper","Midwest","White"
791,25,"Working","Midwest","Black"
792,43,"Middle","Midwest","Black"
793,20,"Middle","Midwest","Black"
798,60,"Working","Midwest","Black"
799,40,"Working","Midwest","Black"
801,30,"Working","Midwest","White"
803,48,"Working","Midwest","White"
805,60,"Middle","Midwest","White"
806,60,"Upper","Midwest","White"
807,60,"Middle","Midwest","White"
808,50,"Middle","Midwest","White"
810,85,"Working","Midwest","Hispanic"
814,39,"Lower","Midwest","White"
815,15,"Working","Midwest","Black"
817,35,"Middle","Midwest","Black"
818,40,"Working","Midwest","White"
819,40,"Middle","Midwest","Black"
820,37,"Working","Midwest","White"
821,50,"Working","Midwest","White"
826,25,"Working","Midwest","White"
827,60,"Working","Midwest","White"
829,40,"Working","Midwest","White"
831,40,"Working","West","White"
832,21,"Working","West","White"
833,36,"Lower","West","Black"
834,30,"Working","West","Hispanic"
835,45,"Middle","West","White"
836,40,"Working","West","Black"
837,15,"Middle","West","White"
838,40,"Middle","West","White"
840,40,"Middle","West","White"
841,55,"Middle","West","White"
843,40,"Upper","West","White"
845,40,"Upper","West","Other"
846,20,"Working","West","Other"
849,40,"Working","West","White"
851,30,"Middle","West","White"
855,40,"Working","West","White"
859,15,"Working","West","Hispanic"
860,40,"Middle","West","White"
861,50,"Middle","West","White"
862,24,"Middle","West","White"
863,21,"Working","West","White"
866,80,"Middle","West","White"
868,42,"Working","West","White"
869,38,"Working","West","Hispanic"
871,40,"Working","West","White"
872,60,"Middle","West","White"
873,36,"Middle","West","White"
874,48,"Middle","West","White"
875,40,"Working","West","White"
876,40,"Middle","West","Hispanic"
877,60,"Working","West","White"
878,45,"Middle","West","White"
879,60,"Working","West","Black"
880,65,"Working","West","White"
881,20,"Working","West","Hispanic"
882,40,"Working","West","White"
883,55,"Middle","West","White"
884,45,"Lower","West","Hispanic"
887,24,"Lower","West","Black"
889,45,"Middle","West","White"
890,40,"Working","West","Hispanic"
891,37,"Middle","West","White"
892,30,"Middle","West","White"
893,40,"Working","West","White"
895,60,"Upper","West","White"
896,25,"Middle","West","White"
897,28,"Working","West","White"
898,40,"Working","West","White"
899,40,"Middle","West","Black"
900,45,"Working","West","Hispanic"
901,40,"Working","West","Black"
903,40,"Working","West","White"
904,40,"Working","West","Hispanic"
905,40,"Working","West","Black"
906,82,"Lower","West","White"
907,40,"Middle","West","White"
908,24,"Working","West","Hispanic"
909,40,"Working","West","Other"
911,40,"Middle","West","Other"
914,20,"Working","West","Other"
915,40,"Working","West","Hispanic"
917,15,"Lower","Midwest","Black"
918,45,"Middle","Midwest","Black"
919,57,"Working","Midwest","Black"
920,21,"Middle","Midwest","White"
921,40,"Middle","Midwest","White"
922,40,"Middle","Midwest","White"
923,37,"Middle","Midwest","White"
924,45,"Middle","Midwest","White"
927,35,"Working","Midwest","Hispanic"
929,45,"Middle","Midwest","White"
930,56,"Middle","Midwest","White"
932,60,"Middle","Midwest","White"
933,45,"Middle","West","White"
935,45,"Middle","West","White"
937,50,"Middle","West","White"
941,40,"Lower","West","Hispanic"
942,40,"Working","West","Hispanic"
943,40,"Middle","West","Hispanic"
944,52,"Working","West","Hispanic"
945,40,"Working","West","Hispanic"
947,55,"Upper","West","White"
950,89,"Working","West","White"
953,50,"Middle","West","White"
955,60,"Middle","West","Hispanic"
956,32,"Working","West","White"
957,27,"Working","West","Hispanic"
958,65,"Middle","West","White"
961,40,"Middle","West","White"
962,40,"Working","West","White"
963,70,"Middle","West","White"
964,50,"Working","West","Hispanic"
965,40,"Middle","West","White"
967,40,"Working","West","White"
969,10,"Middle","West","Hispanic"
970,1,"Middle","West","White"
971,50,"Middle","West","White"
973,2,"Middle","West","White"
974,48,"Middle","West","White"
978,15,"Working","West","White"
980,20,"Middle","West","Hispanic"
981,40,"Working","West","White"
982,38,"Upper","West","White"
985,30,"Working","Midwest","White"
987,32,"Working","Midwest","White"
988,40,"Working","Midwest","White"
989,4,"Middle","Midwest","White"
991,65,"Middle","Midwest","White"
993,46,"Middle","Midwest","White"
997,15,"Middle","Midwest","White"
999,60,"Working","Midwest","White"
1000,34,"Working","Midwest","White"
1001,57,"Working","Midwest","White"
1002,80,"Middle","Midwest","Black"
1003,30,"Middle","Midwest","White"
1004,46,"Working","Midwest","Black"
1005,40,"Working","Midwest","Black"
1007,50,"Working","Midwest","White"
1011,43,"Working","Midwest","White"
1014,44,"Working","Midwest","Other"
1016,56,"Working","Midwest","White"
1017,40,"Working","Midwest","Black"
1019,40,"Working","Midwest","Black"
1020,40,"Working","Midwest","Black"
1022,40,"Working","Midwest","White"
1023,50,"Middle","Midwest","White"
1026,48,"Lower","Midwest","White"
1027,40,"Working","Midwest","White"
1030,42,"Lower","Midwest","White"
1032,60,"Middle","Midwest","White"
1033,70,"Middle","Midwest","Black"
1036,40,"Middle","Midwest","White"
1037,50,"Middle","Midwest","White"
1039,40,"Working","Midwest","White"
1041,50,"Working","Midwest","White"
1042,35,"Working","Midwest","White"
1044,40,"Working","Midwest","White"
1045,40,"Working","South","White"
1053,75,"Working","South","White"
1054,40,"Middle","South","Hispanic"
1056,60,"Middle","South","White"
1057,42,"Middle","South","Hispanic"
1059,40,"Working","South","White"
1060,20,"Working","South","White"
1061,50,"Working","South","White"
1065,40,"Middle","South","Black"
1066,40,"Working","South","Hispanic"
1068,80,"Working","South","Black"
1069,40,"Working","South","Black"
1070,80,"Working","South","Black"
1071,32,"Middle","South","White"
1074,41,"Working","South","White"
1076,40,"Working","South","White"
1078,28,"Middle","South","White"
1081,40,"Working","South","Hispanic"
1082,40,"Lower","South","White"
1087,40,"Middle","South","Black"
1088,17,"Working","South","Hispanic"
1089,40,"Working","South","Hispanic"
1093,40,"Working","South","Hispanic"
1094,50,"Working","South","Black"
1099,30,"Middle","South","Other"
1100,89,"Working","South","Hispanic"
1102,44,"Middle","South","White"
1103,55,"Middle","South","White"
1104,45,"Middle","South","White"
1107,55,"Middle","South","White"
1108,20,"Upper","West","White"
1109,40,"Working","West","Other"
1110,50,"Working","West","Hispanic"
1111,24,"Working","West","Hispanic"
1112,35,"Working","West","White"
1114,35,"Middle","West","White"
1115,40,"Middle","West","White"
1116,40,"Middle","West","White"
1117,40,"Middle","West","White"
1118,50,"Middle","West","Other"
1119,40,"Middle","West","Other"
1120,44,"Working","West","Hispanic"
1121,40,"Middle","West","Other"
1123,18,"Working","West","White"
1126,55,"Middle","West","White"
1128,60,"Working","Middle Atlantic","White"
1129,47,"Middle","Middle Atlantic","White"
1130,60,"Middle","Middle Atlantic","White"
1131,50,"Middle","Middle Atlantic","White"
1134,40,"Middle","Middle Atlantic","White"
1135,40,"Middle","Middle Atlantic","White"
1138,60,"Working","Middle Atlantic","Black"
1142,40,"Working","Middle Atlantic","Black"
1143,30,"Working","Middle Atlantic","Black"
1144,40,"Working","Middle Atlantic","White"
1145,46,"Lower","Middle Atlantic","White"
1146,42,"Working","Middle Atlantic","White"
1148,54,"Working","Middle Atlantic","Other"
1149,50,"Working","Middle Atlantic","White"
1150,57,"Working","Middle Atlantic","White"
1152,70,"Working","Middle Atlantic","White"
1154,40,"Working","Middle Atlantic","White"
1157,36,"Middle","South","White"
1158,40,"Working","South","Black"
1159,30,"Working","South","White"
1162,55,"Middle","South","White"
1163,39,"Working","South","Black"
1167,30,"Working","South","Black"
1168,40,"Lower","South","Black"
1169,49,"Working","South","White"
1170,40,"Working","South","Black"
1171,60,"Working","South","Black"
1173,50,"Working","South","Black"
1177,40,"Working","South","White"
1179,20,"Working","South","White"
1180,25,"Middle","South","White"
1181,40,"Middle","South","White"
1183,28,"Working","South","White"
1185,40,"Working","South","White"
1186,75,"Working","South","White"
1188,50,"Working","Midwest","White"
1192,40,"Working","Midwest","White"
1193,40,"Middle","Midwest","White"
1194,60,"Working","Midwest","White"
1196,30,"Working","Midwest","White"
1198,60,"Working","Midwest","White"
1199,40,"Working","Midwest","White"
1202,40,"Working","Midwest","Black"
1205,8,"Working","South","Hispanic"
1206,56,"Working","South","White"
1208,30,"Working","South","White"
1209,40,"Working","South","White"
1210,16,"Working","South","Hispanic"
1211,45,"Working","South","White"
1212,40,"Middle","South","White"
1214,35,"Working","South","Hispanic"
1215,40,"Working","South","White"
1217,8,"Middle","South","Hispanic"
1218,37,"Working","South","Hispanic"
1220,40,"Working","South","Hispanic"
1223,40,"Working","South","Hispanic"
1225,40,"Working","South","Hispanic"
1226,40,"Working","South","Hispanic"
1227,40,"Middle","South","Hispanic"
1228,50,"Working","South","Hispanic"
1231,40,"Working","Midwest","White"
1232,80,"Working","Midwest","Black"
1233,55,"Middle","Midwest","White"
1234,40,"Middle","Midwest","White"
1236,60,"Middle","Midwest","White"
1237,54,"Working","Midwest","Black"
1238,5,"Lower","Midwest","Black"
1241,35,"Middle","Midwest","Black"
1242,40,"Working","Midwest","Black"
1243,35,"Middle","Midwest","White"
1244,40,"Middle","Midwest","Hispanic"
1245,38,"Working","Midwest","White"
1247,24,"Working","Midwest","White"
1250,7,"Working","Midwest","White"
1251,30,"Lower","Midwest","White"
1253,8,"Middle","Midwest","White"
1254,40,"Working","Midwest","White"
1255,40,"Working","Midwest","White"
1256,32,"Working","Midwest","White"
1259,30,"Middle","Midwest","White"
1261,25,"Middle","Midwest","White"
1262,40,"Working","Midwest","Black"
1263,46,"Working","Midwest","Black"
1264,40,"Middle","Midwest","White"
1265,40,"Working","Midwest","Black"
1266,30,"Middle","Midwest","Black"
1268,52,"Middle","Midwest","Black"
1270,25,"Working","Midwest","White"
1271,89,"Middle","Midwest","White"
1272,28,"Working","Midwest","White"
1273,36,"Working","Midwest","White"
1275,45,"Middle","West","Hispanic"
1276,55,"Working","West","White"
1280,12,"Working","West","Hispanic"
1281,40,"Working","West","Hispanic"
1282,40,"Working","West","White"
1284,40,"Working","West","Hispanic"
1287,89,"Middle","West","White"
1288,40,"Working","West","Hispanic"
1293,30,"Working","West","Other"
1294,40,"Middle","West","White"
1297,50,"Middle","West","White"
1299,40,"Middle","West","White"
1302,70,"Middle","Midwest","White"
1303,60,"Middle","Midwest","Hispanic"
1306,35,"Working","Midwest","White"
1309,40,"Middle","Midwest","White"
1310,20,"Working","Midwest","White"
1311,40,"Working","Midwest","White"
1312,40,"Middle","Midwest","White"
1313,45,"Working","Midwest","Other"
1314,45,"Middle","Midwest","White"
1315,40,"Middle","Midwest","White"
1316,15,"Middle","Midwest","White"
1317,40,"Working","Midwest","White"
1318,32,"Middle","Midwest","White"
1319,55,"Middle","Midwest","White"
1323,50,"Middle","Midwest","White"
1325,4,"Middle","Midwest","White"
1326,40,"Middle","Midwest","White"
1328,50,"Middle","Midwest","White"
1329,55,"Middle","Midwest","White"
1331,55,"Working","West","White"
1332,60,"Middle","West","White"
1334,30,"Middle","West","White"
1336,48,"Working","West","Hispanic"
1337,45,"Working","West","White"
1338,40,"Working","West","White"
1339,50,"Middle","West","White"
1341,45,"Middle","West","White"
1344,60,"Middle","West","White"
1345,60,"Middle","West","White"
1346,60,"Middle","West","White"
1347,60,"Middle","West","White"
1348,45,"Middle","West","White"
1350,40,"Upper","West","White"
1353,30,"Middle","South","White"
1354,70,"Working","South","White"
1356,40,"Middle","South","White"
1357,55,"Working","South","White"
1359,40,"Working","South","White"
1360,20,"Working","South","White"
1362,70,"Middle","South","White"
1364,12,"Middle","South","Black"
1365,70,"Working","South","White"
1366,35,"Working","South","Hispanic"
1367,30,"Working","South","White"
1371,45,"Middle","South","White"
1373,40,"Middle","South","White"
1374,50,"Middle","South","White"
1375,40,"Middle","South","White"
1376,28,"Middle","South","White"
1377,10,"Lower","South","White"
1378,30,"Middle","New England","White"
1379,40,"Working","New England","White"
1381,32,"Middle","New England","White"
1382,40,"Working","New England","White"
1383,40,"Middle","New England","White"
1385,20,"Working","New England","Hispanic"
1386,62,"Middle","New England","White"
1387,45,"Working","New England","White"
1392,25,"Working","New England","White"
1393,25,"Middle","New England","White"
1394,35,"Working","New England","White"
1396,40,"Working","New England","White"
1397,38,"Working","New England","White"
1405,30,"Middle","New England","White"
1410,40,"Working","Middle Atlantic","White"
1411,37,"Working","Middle Atlantic","White"
1412,39,"Working","Middle Atlantic","White"
1413,29,"Working","Middle Atlantic","White"
1415,40,"Working","Middle Atlantic","White"
1416,30,"Working","Middle Atlantic","Other"
1418,40,"Middle","Middle Atlantic","White"
1419,40,"Middle","Middle Atlantic","White"
1422,32,"Middle","Middle Atlantic","White"
1423,10,"Working","Middle Atlantic","White"
1426,39,"Working","Middle Atlantic","White"
1429,50,"Middle","Middle Atlantic","White"
1430,20,"Middle","Middle Atlantic","Other"
1431,50,"Upper","Middle Atlantic","White"
1437,38,"Middle","Middle Atlantic","White"
1440,40,"Working","Middle Atlantic","White"
1442,30,"Working","Middle Atlantic","Black"
1443,65,"Working","Middle Atlantic","White"
1447,35,"Working","Middle Atlantic","White"
1448,20,"Working","Middle Atlantic","Black"
1452,40,"Working","Middle Atlantic","White"
1453,50,"Working","Middle Atlantic","White"
1454,45,"Working","Middle Atlantic","White"
1455,45,"Middle","Middle Atlantic","White"
1456,8,"Working","Middle Atlantic","White"
1457,40,"Working","Middle Atlantic","White"
1459,16,"Working","Middle Atlantic","White"
1461,40,"Working","Middle Atlantic","White"
1463,48,"Working","Middle Atlantic","White"
1464,40,"Lower","Middle Atlantic","Hispanic"
1465,70,"Working","Middle Atlantic","Black"
1471,40,"Working","Middle Atlantic","White"
1472,40,"Working","Middle Atlantic","White"
1475,20,"Working","Middle Atlantic","White"
1477,18,"Middle","Middle Atlantic","White"
1478,45,"Middle","Middle Atlantic","White"
1479,40,"Working","Middle Atlantic","White"
1480,30,"Middle","Middle Atlantic","White"
1483,45,"Middle","Middle Atlantic","White"
1484,40,"Middle","Middle Atlantic","White"
1486,60,"Working","Middle Atlantic","White"
1489,27,"Lower","South","Black"
1492,40,"Working","South","White"
1493,26,"Working","South","White"
1494,38,"Lower","South","White"
1495,24,"Working","South","Black"
1497,30,"Middle","South","White"
1498,37,"Middle","South","White"
1499,20,"Working","South","White"
1500,29,"Middle","South","White"
1501,37,"Working","South","White"
1502,38,"Working","South","White"
1503,30,"Working","South","White"
1505,30,"Working","South","White"
1506,30,"Working","South","White"
1507,25,"Middle","South","White"
1508,40,"Working","South","White"
1509,30,"Working","South","White"
1510,10,"Middle","South","White"
1512,60,"Working","South","White"
1513,12,"Lower","South","White"
1514,60,"Middle","South","White"
1515,30,"Middle","South","White"
1516,40,"Middle","South","White"
1517,39,"Upper","South","Hispanic"
1519,40,"Middle","South","White"
1520,30,"Lower","South","Black"
1523,30,"Middle","South","White"
1526,40,"Working","South","White"
1527,45,"Middle","South","White"
1528,38,"Working","South","White"
1536,20,"Lower","South","Other"
1537,40,"Middle","South","White"
1538,48,"Working","South","White"
1541,40,"Working","South","White"
1543,40,"Working","South","White"
1544,55,"Middle","South","White"
1545,50,"Middle","South","White"
1546,50,"Middle","South","White"
1548,52,"Working","South","White"
1549,65,"Middle","South","White"
1550,42,"Working","South","Black"
1551,40,"Working","South","White"
1555,70,"Working","South","White"
1557,40,"Working","South","Black"
1558,37,"Middle","South","White"
1559,50,"Middle","South","White"
1560,89,"Middle","South","White"
1561,50,"Middle","South","Black"
1562,60,"Middle","South","White"
1565,30,"Working","South","White"
1566,30,"Middle","South","White"
1569,15,"Working","South","Black"
1570,34,"Middle","South","White"
1576,40,"Lower","South","Black"
1577,25,"Working","South","Black"
1580,32,"Working","South","White"
1581,15,"Middle","South","White"
1584,32,"Working","South","Black"
1585,40,"Working","South","Black"
1588,32,"Working","South","White"
1590,45,"Working","South","White"
1591,50,"Middle","South","White"
1592,40,"Middle","South","White"
1593,34,"Middle","South","White"
1597,40,"Working","South","White"
1602,40,"Working","South","Black"
1604,58,"Working","South","Black"
1605,80,"Upper","South","Black"
1606,49,"Lower","South","Black"
1607,40,"Working","South","White"
1610,35,"Working","South","Black"
1614,25,"Working","South","Hispanic"
1617,25,"Working","South","White"
1619,20,"Middle","South","Hispanic"
1621,50,"Working","South","White"
1623,40,"Working","South","Black"
1625,12,"Working","South","Hispanic"
1628,30,"Middle","South","White"
1629,40,"Working","South","White"
1630,45,"Middle","South","Black"
1631,42,"Working","South","White"
1632,12,"Working","South","White"
1635,40,"Working","South","White"
1636,40,"Middle","South","White"
1637,40,"Middle","South","Black"
1641,40,"Lower","South","Black"
1644,47,"Middle","South","White"
1645,40,"Working","South","White"
1646,40,"Middle","South","Black"
1647,40,"Working","South","Black"
1649,45,"Working","South","Black"
1651,80,"Middle","South","White"
1656,40,"Lower","South","White"
1657,46,"Working","South","White"
1658,40,"Middle","South","Black"
1659,50,"Working","South","White"
1661,60,"Working","South","White"
1664,40,"Working","South","White"
1665,40,"Working","South","Hispanic"
1667,40,"Working","South","Black"
1672,60,"Working","South","White"
1674,42,"Working","South","Hispanic"
1676,40,"Upper","South","White"
1677,40,"Working","South","White"
1679,32,"Working","South","White"
1680,3,"Working","South","Black"
1686,50,"Middle","South","White"
1687,44,"Middle","South","White"
1689,40,"Lower","South","Black"
1690,40,"Middle","South","White"
1693,40,"Working","South","Black"
1694,40,"Middle","South","White"
1697,60,"Working","South","White"
1699,40,"Working","South","White"
1700,70,"Working","South","White"
1701,55,"Working","South","White"
1702,42,"Working","South","White"
1703,45,"Working","South","White"
1704,35,"Middle","South","White"
1705,62,"Working","South","White"
1706,58,"Middle","South","White"
1707,60,"Working","South","White"
1708,40,"Upper","South","White"
1711,40,"Working","South","White"
1712,40,"Working","South","Black"
1713,40,"Lower","South","Black"
1714,40,"Working","South","Black"
1715,31,"Middle","South","Black"
1716,80,"Working","South","Black"
1721,18,"Working","South","Black"
1726,40,"Middle","South","White"
1727,50,"Middle","South","Black"
1730,89,"Working","South","Black"
1734,45,"Upper","South","White"
1735,40,"Middle","South","White"
1737,55,"Middle","South","White"
1738,40,"Upper","South","White"
1740,20,"Working","South","White"
1741,38,"Working","South","Hispanic"
1743,30,"Working","South","White"
1744,65,"Working","South","Black"
1745,50,"Middle","South","White"
1746,40,"Working","South","Black"
